Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Smedning og valsning af metal samt pulvermetallurgi,Maskinforarbejdning af metal,Fremstilling af håndværktøj,Fremstilling af andre færdige metalprodukter i.a.n.,Overfladebehandling af metal,Fremstilling af metalkonstruktioner og dele heraf,Fremstilling af døre og vinduer af metal,Fremstilling af andre tanke og beholdere af metal,Fremstilling af våben og ammunition,Fremstilling af låse og hængsler,"Fremstilling af bestik, skære- og klipperedskaber","Fremstilling af trådvarer, kæder og fjedre","Fremstilling af lukkeanordninger, bolte, skruer og møtrikker",Fremstilling af metaltønder og lignende beholdere,Fremstilling af letmetalemballage,Varmebehandling af metal,"Fremstilling af radiatorer, damp- og fyringskedler til centralvarmeanlæg"
SCAN-TECH ApS,"Møllegade 76, 8660 Skanderborg",Skanderborg,28.07.2009,15.0,Lille,Anpartsselskab,32294995,125.0,7121000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNDESTED PROPELLER A/S,"Stadionvej 4, 3390 Hundested",Halsnæs,22.12.1937,47.0,Lille,Aktieselskab,67559010,2.5,15366000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWT A/S,"Fabriksvej 6, 7800 Skive",Skive,06.08.1997,9.0,Mikro,Aktieselskab,20213000,500.0,5467000.0,DKK,2023.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASSAU DOOR A/S,"Krogagervej 2, 5750 Ringe",Faaborg-Midtfyn,21.12.1971,144.0,Mellemstor,Aktieselskab,34391513,30.0,60688000.0,DKK,2023.0,1,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JYDSK RAMME- OG LISTEFABRIK ApS,"Absalonsgade 31 B st, 8000 Aarhus C",Århus,29.12.1978,4.0,Mikro,Anpartsselskab,85206818,200.0,2061000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOILERWORKS A/S,"Industrivej Nord 13, 7400 Herning",Herning,12.04.2013,Ikke oplyst,Ikke oplyst,Aktieselskab,35226788,500.0,-168000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KLN Proces & Industri ApS,"Ådalen 573, 9700 Brønderslev",Brønderslev-Dronninglund,15.03.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43920766,40.0,256000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tronhøjen Holding ApS,"Industrivej 8, 3770 Allinge",Bornholm,21.11.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38203746,50.0,-6000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RATIONEL STALDINVENTAR A/S,"Phønixvej 1, 8722 Hedensted",Hedensted,10.06.2004,9.0,Mikro,Aktieselskab,27916198,990.0,8473000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredericia Smederi ApS,"Erritsø Møllebanke 35, 7000 Fredericia",Fredericia,16.11.2020,4.0,Mikro,Anpartsselskab,41852860,40.0,965000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAERMOSE INDUSTRY A/S,"Aahavevej 13, 8300 Odder",Odder,04.11.1988,96.0,Mellemstor,Aktieselskab,12629885,500.0,50197000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hos Smeden ApS,"Nyborgvej 19, 5750 Ringe",Faaborg-Midtfyn,13.10.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44375095,40.0,-9000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TS MASKINER HORNSYLD ApS,"Bredmadevej 12, 8783 Hornsyld",Hedensted,10.04.2006,3.0,Mikro,Anpartsselskab,29514844,500.0,2595000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANVÆRKTØJ ApS,"Refsvindinge Byvej 36, 5853 Ørbæk",Nyborg,18.06.2003,3.0,Mikro,Anpartsselskab,27212271,188.0,4441000.0,DKK,2023.0,1,1,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolt-On Solutions ApS,"Skartved Vestervej 1, 6091 Bjert",Kolding,28.05.2020,5.0,Mikro,Anpartsselskab,41394587,100.0,2429000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuubis ApS,"Langkær 123, 8410 Rønde",Syddjurs,02.07.2018,2.0,Mikro,Anpartsselskab,39700255,50.0,212000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANSOMATIC A/S,"Kornmarken 25, 7190 Billund",Billund,22.12.1993,90.0,Mellemstor,Aktieselskab,17470833,2.5,50027000.0,DKK,2024.0,1,1,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIRKEDAHL'S MASKINTEKNIK ApS,"Nørholmvej 2, 6880 Tarm",Ringkøbing-Skjern,29.06.2005,3.0,Mikro,Anpartsselskab,28859953,125.0,1263000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KJUL & CO. ApS,"Hedeager 9, 2605 Brøndby",Brøndby,15.05.2011,6.0,Mikro,Anpartsselskab,33750080,80.0,4558000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Å. K. CHROM A/S,"Axel Kiers Vej 38, 8270 Højbjerg",Århus,27.11.2006,3.0,Mikro,Aktieselskab,30086325,500.0,2307000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thark Steel A/S,"Nordre Industrigade 12, 9550 Mariager",Mariagerfjord,26.09.2018,1.0,Mikro,Aktieselskab,39891662,400.0,1562000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metapro ApS,"Bassumgårdvej 14, 7400 Herning",Herning,25.05.2009,2.0,Mikro,Anpartsselskab,32155901,125.0,1756000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METALSLIBERIET KVALI SLIB ApS,"Fabriksvej 15, 6650 Brørup",Vejen,01.02.2012,19.0,Lille,Anpartsselskab,34221324,300.0,6210000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOMPAN A/S,"C.F. Tietgens Boulevard 32 C, 5220 Odense SØ",Odense,07.06.1984,178.0,Mellemstor,Aktieselskab,40559817,59.1,614608000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECH VIEW A/S,"Transformervej 13, 2860 Søborg",Gladsaxe,01.06.2001,2.0,Mikro,Aktieselskab,26078326,500.0,1304000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jysk Montage 2021 ApS,"Venusvej 8, 7620 Lemvig",Lemvig,16.12.2020,23.0,Lille,Anpartsselskab,41951443,200.0,11681000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sterke A/S,"Langerak 8, 9220 Aalborg Øst",Aalborg,27.09.2010,175.0,Mellemstor,Aktieselskab,33163665,2.8,106106000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordic Build EU ApS,"Malervej 9, 2630 Taastrup",Høje-Taastrup,27.02.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43879375,40.0,627000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANDERUM SMEDE- OG MASKINVÆRKSTED A/S,"Holkebjergvej 31, 5250 Odense SV",Odense,18.05.1972,19.0,Lille,Aktieselskab,38011219,500.0,8432000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kærsgaard Teknik og Service A/S,"Petersmindevej 2, 8800 Viborg",Viborg,31.03.2021,Ikke oplyst,Ikke oplyst,Aktieselskab,42279315,400.0,298000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDISK INNOVATION ApS,"Øster Kringelvej 22, 8250 Egå",Århus,17.02.2006,5.0,Mikro,Anpartsselskab,29393044,125.0,10107000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAUGE Stål A/S,"Bladstrupvej 9 B, 5270 Odense N",Odense,01.02.1990,81.0,Mellemstor,Aktieselskab,13997144,3.99,42420000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lund's Smedeservice ApS,"Bagvejen 3, 5330 Munkebo",Kerteminde,01.01.2017,1.0,Mikro,Anpartsselskab,38295349,50.0,1154000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOULBERG HANSEN ApS. ESBJERG,"Lillebæltsvej 65, 6715 Esbjerg N",Esbjerg,29.12.1994,7.0,Mikro,Anpartsselskab,18224445,267.0,5240000.0,DKK,2024.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kølsen Smedie & Blik ApS,"Brunbankevej 45, 8831 Løgstrup",Viborg,26.06.1990,1.0,Mikro,Anpartsselskab,14337644,40.0,1187000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.C. STÅLINDUSTRI ApS,"Dalager 8, 2605 Brøndby",Brøndby,01.01.1997,7.0,Mikro,Anpartsselskab,19984796,125.0,3868000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MB-slibeservice ApS,"Guldalderen 26, 2640 Hedehusene",Høje-Taastrup,07.04.2017,3.0,Mikro,Anpartsselskab,38562258,50.0,3077000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRENENS CONTAINERFABRIK ApS,"Rostrup Byvej 4, 9510 Arden",Mariagerfjord,15.08.2002,Ikke oplyst,Ikke oplyst,Anpartsselskab,26754453,125.0,-6000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMAS A/S,"Geminivej 4, 2670 Greve",Greve,02.11.1983,18.0,Lille,Aktieselskab,48248713,1.2,13768000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krebs Industriservice Danmark ApS,"Gl. Badevej 2 A, 4970 Rødby",Lolland,22.02.2022,2.0,Mikro,Anpartsselskab,43078461,40.0,1525000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filcon Filtration ApS,"Skovsøviadukten 14 A, 4200 Slagelse",Slagelse,30.03.2015,5.0,Mikro,Anpartsselskab,36701358,78.0,4943000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tempsmith company ApS,"Industrivej 8, 3770 Allinge",Bornholm,10.03.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41248742,40.0,-16000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECHNOR ApS,"Sjællandsvej 22, 9500 Hobro",Mariagerfjord,08.04.1997,27.0,Lille,Anpartsselskab,19962571,125.0,29199000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HÅRLEV SMEDE OG MASKINVÆRKSTED ApS,"Hårlev Bygade 28, 4652 Hårlev",Stevns,08.03.2011,1.0,Mikro,Anpartsselskab,33571887,80.0,581000.0,DKK,2023.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branja Profil - Teknik ApS,"Hamborgvej 38, 7730 Hanstholm",Thisted,23.06.2023,5.0,Mikro,Anpartsselskab,44135302,40.0,4887000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stålhaven ApS,"Tolstrupvej 40, 9670 Løgstør",Vesthimmerland,24.06.2020,18.0,Lille,Anpartsselskab,41458682,80.0,6620000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AJ Stål & Design ApS,"Mosevej 35, 5400 Bogense",Nordfyns,12.12.2022,1.0,Mikro,Anpartsselskab,43707574,40.0,1377000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVATRADE ApS,"Korsvangen 8 A, 5750 Ringe",Faaborg-Midtfyn,06.03.2006,7.0,Mikro,Anpartsselskab,29410569,127.0,9393000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MX Door ApS,"Messevej 12, 9600 Aars",Vesthimmerland,14.11.2016,15.0,Lille,Anpartsselskab,38178687,50.0,4910000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galvanotek A/S,"Hedemølle Erhvervsvej 10, 8850 Bjerringbro",Viborg,30.09.1976,22.0,Lille,Aktieselskab,58982717,500.0,9903000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KONSTRUCTION ApS,"Rudolfgårdsvej 1 D, 8260 Viby J",Århus,30.10.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36421371,75.0,110000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JC Steel ApS,"Ingeborgs Alle 2, 4400 Kalundborg",Kalundborg,06.04.2024,2.0,Mikro,Anpartsselskab,44751658,40.0,530000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARSTEN ANDERSEN MASKIN- OG VÆRKTØJSFABRIK ApS,"Frydensbergvej 12, 3660 Stenløse",Egedal,17.12.2003,2.0,Mikro,Anpartsselskab,10155452,125.0,3874000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPACE INTERNATIONAL A/S,"Elkjærvej 56, 7500 Holstebro",Holstebro,24.06.2002,1.0,Mikro,Aktieselskab,26683521,500.0,1625000.0,DKK,2023.0,0,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITW CONSTRUCTION PRODUCTS ApS,"Gl Banegårdsvej 25, 5500 Middelfart",Middelfart,08.08.1963,153.0,Mellemstor,Anpartsselskab,14395016,80.0,158682000.0,DKK,2023.0,1,1,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ARNSEN STÅLPRODUKTION ApS,"Industrivænget 8, 5700 Svendborg",Svendborg,04.10.2005,22.0,Lille,Anpartsselskab,29135266,125.0,14104000.0,DKK,2024.0,1,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRITEK A/S,"Egelund 19, 6200 Aabenraa",Aabenraa,06.06.1988,38.0,Lille,Aktieselskab,12165641,600.0,19298000.0,DKK,2024.0,1,0,25,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK ALTAN ApS,"Geråvej 123, 9340 Asaa",Brønderslev-Dronninglund,18.12.2013,7.0,Mikro,Anpartsselskab,25615972,80.0,3428000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANFOSS POWER SOLUTIONS ApS,"Nordborgvej 81, 6430 Nordborg",Sønderborg,01.01.2001,1085.0,Stor,Anpartsselskab,25814363,231.0,771419000.0,DKK,2023.0,1,1,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCAN BEJDS STEEL A/S,"Essen 6 B, 6000 Kolding",Kolding,01.07.2001,25.0,Lille,Aktieselskab,26158133,500.0,19037000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PMP SPORT ApS,"Maglemølle 83, 4700 Næstved",Næstved,01.10.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,27366864,125.0,57000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGÅ TRADING ApS,"Egå Engvej 194, 8250 Egå",Århus,31.10.1991,Ikke oplyst,Ikke oplyst,Anpartsselskab,15540591,200.0,-14000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEL TANK A/S,"H E Bluhmes Vej 79, 6700 Esbjerg",Esbjerg,01.04.1991,42.0,Lille,Aktieselskab,15039000,1.0,39560000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NK Stainless Steel Production ApS,"Ebstrupvej 58, 8600 Silkeborg",Silkeborg,02.10.2006,3.0,Mikro,Anpartsselskab,29971935,125.0,3177000.0,DKK,2024.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strømmen DK ApS,"Maglebjergvej 6, 2800 Kongens Lyngby",Lyngby-Taarbæk,27.04.2022,1.0,Mikro,Anpartsselskab,43227297,40.0,-30000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand on ApS,"Tåstrupvej 7, 4370 Store Merløse",Holbæk,26.08.2003,5.0,Mikro,Anpartsselskab,27331289,191.0,1686000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORNSYLD INDUSTRI OG AUTOLAK ApS,"Industrivænget 1, 8783 Hornsyld",Hedensted,11.06.2007,3.0,Mikro,Anpartsselskab,30608089,125.0,1306000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinghøj Smede A/S,"Nørremarksvej 195, 6800 Varde",Varde,21.06.2000,1.0,Mikro,Aktieselskab,25455800,500.0,418000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H. N. COATING A/S,"Cypresvej 34, 7400 Herning",Herning,16.12.1999,15.0,Lille,Aktieselskab,25085663,600.0,1743000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HVIRRING SMEDE- OG MASKINFABRIK ApS,"Mekuvej 4, 7171 Uldum",Hedensted,10.02.2000,2.0,Mikro,Anpartsselskab,25192478,126.0,7189000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABEX RUSTFRI ApS,"Fabriksvej 26, 7600 Struer",Struer,08.05.2013,4.0,Mikro,Anpartsselskab,35238425,80.0,5532000.0,DKK,2024.0,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGMA PROCESS ENGINEERING ApS,"Gejlhavegård 14 A, 6000 Kolding",Kolding,30.05.2011,13.0,Lille,Anpartsselskab,33752881,80.0,4017000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSB Industry A/S,"Kongsbjerg 33, 6640 Lunderskov",Kolding,01.09.2000,94.0,Mellemstor,Aktieselskab,25631587,9.0,97817000.0,DKK,2023.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solholm Smedie Holding ApS,"Kirsebærhaven 67, 5540 Ullerslev",Nyborg,27.06.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31605083,125.0,-8000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLOUR COMPAGNIET A/S,"Stougaardsvej 2-4, 6933 Kibæk",Herning,21.05.2010,25.0,Lille,Aktieselskab,32936598,500.0,20854000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIROFLEX ApS,"Vedbysøndervej 3, 4200 Slagelse",Slagelse,07.02.2002,13.0,Lille,Anpartsselskab,26458102,125.0,6491000.0,DKK,2024.0,1,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIKA PLAST A/S,"Saunte Bygade 12 A, 3100 Hornbæk",Helsingør,01.04.1991,10.0,Lille,Aktieselskab,15113030,500.0,4683000.0,DKK,2024.0,1,0,25,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL SANDBLÆSNING ApS,"Hejreskovvej 2, 3490 Kvistgård",Helsingør,04.12.2007,6.0,Mikro,Anpartsselskab,31080177,125.0,2394000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stoffers Invest ApS,"Islandsvej 23 D, 8700 Horsens",Horsens,08.06.2021,1.0,Mikro,Anpartsselskab,42449644,40.0,592000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALMO.DK APS,"Bøgevej 27, 9500 Hobro",Mariagerfjord,28.09.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,38045067,40.0,176000.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOFITA-DK ApS,"Sandholm 25, 9900 Frederikshavn",Frederikshavn,04.12.2017,2.0,Mikro,Anpartsselskab,39137070,200.0,4941000.0,DKK,2024.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LADUCO INDUSTRILAKERERI A/S,"Baldersbækvej 20, 2635 Ishøj",Ishøj,19.12.1956,10.0,Lille,Aktieselskab,11676812,500.0,4645000.0,DKK,2023.0,0,0,25,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JMF SANDVAD SMEDIE ApS,"Vejlevej 87, 8766 Nørre Snede",Ikast-Brande,01.04.1998,Ikke oplyst,Ikke oplyst,Anpartsselskab,20955678,125.0,0.0,DKK,2023.0,0,0,25,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
