Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af øvrige maskiner til specielle formål i.a.n.,Fremstilling af løfte- og håndteringsudstyr,Fremstilling af andre maskiner til generelle formål i.a.n.,"Fremstilling af motorer og turbiner, undtagen motorer til flyvemaskiner, motorkøretøjer og knallerter","Fremstilling af klimaanlæg, ikke til husholdningsbrug","Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",Fremstilling af hydraulisk udstyr,Fremstilling af maskiner til råstofindvindingsindustrien samt bygge- og anlæg,Fremstilling af maskiner til produktion af plast og gummi,Fremstilling af metalforarbejdende maskiner og maskinværktøj til bearbejdning af metal,Fremstilling af landbrugs- og skovbrugsmaskiner,Fremstilling af motordrevet håndværktøj,Fremstilling af andet maskinværktøj,"Fremstilling af maskiner til produktion af tekstiler, beklædningsartikler og læder","Fremstilling af ovne, ildsteder og fyringsaggregater til boligopvarmning",Fremstilling af andre haner og ventiler,"Fremstilling af lejer, tandhjul, tandhjulsudvekslinger og drivelementer",Fremstilling af andre pumper og kompressorer,Fremstilling af maskiner til additiv fremstilling,Fremstilling af maskiner til produktion af papir og pap,"Fremstilling af kontormaskiner og -udstyr, undtagen computere og ydre enheder",Fremstilling af maskiner til metallurgi
RE-N TECHNOLOGY ApS,"Skodsborg Strandvej 117 B 3 th, 2942 Skodsborg",Rudersdal,12.07.2006,Ikke oplyst,Ikke oplyst,Anpartsselskab,29687889,125.0,-75000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smart Group ApS,"Søndergade 70, 9320 Hjallerup",Brønderslev-Dronninglund,30.10.2018,7.0,Mikro,Anpartsselskab,39986922,79.0,3349000.0,DKK,2024.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GULDAGER A/S,"Hejrevang 1-3, 3450 Allerød",Allerød,01.11.1991,72.0,Mellemstor,Aktieselskab,15683481,502.0,44554000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEMA A/S,"Bredholm 3, 6100 Haderslev",Haderslev,01.10.1991,70.0,Mellemstor,Aktieselskab,15525991,1.0,41507000.0,DKK,2024.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nissens Cooling Solutions A/S,"Vejlevej 19, 8700 Horsens",Horsens,27.06.1972,88.0,Mellemstor,Aktieselskab,40212116,1.0,9299000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACH TECHNICAL ApS,"Ø Doensevej 7, 9500 Hobro",Mariagerfjord,01.07.2001,Ikke oplyst,Ikke oplyst,Anpartsselskab,26120551,125.0,-17000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOGI Structura H2O ApS,"Vagtelvej 3, 3060 Espergærde",Helsingør,03.12.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40980091,40.0,-47000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOLDING INSTRUMENT SERVICE ApS,"Eltangvej 41, 6000 Kolding",Kolding,29.06.2005,4.0,Mikro,Anpartsselskab,28860390,125.0,3126000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Anlægsteknik ApS,"Ådalsvænget 4, 5882 Vejstrup",Svendborg,27.01.2021,6.0,Mikro,Anpartsselskab,42062243,40.0,373000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drinxsystem ApS,"Maigårdsvej 12 A, 9900 Frederikshavn",Frederikshavn,08.02.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42118206,600.0,292000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIO ApS,"Rebslagervej 5, 5471 Søndersø",Nordfyns,04.05.1987,6.0,Mikro,Anpartsselskab,10714389,200.0,2057000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AB HOLDING, IKAST ApS","Nis Petersens Vej 6, 7400 Herning",Herning,24.06.2005,Ikke oplyst,Ikke oplyst,Anpartsselskab,28855737,125.0,-47000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRUERS ApS,"Pederstrupvej 84, 2750 Ballerup",Ballerup,01.11.1991,226.0,Mellemstor,Anpartsselskab,15683309,3.0,506680000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVENSTAR ASSEMBLY ApS,"Blangstrupvej 71, 5610 Assens",Assens,22.11.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34804095,80.0,75000.0,DKK,2023.0,0,0,28,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILX System ApS,"Gungevej 8 B 1, 2650 Hvidovre",Hvidovre,26.08.2016,2.0,Mikro,Anpartsselskab,37978280,125.0,410000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMV EXPORT ApS,"Industrivej 12, 7760 Hurup Thy",Thisted,17.08.2010,Ikke oplyst,Ikke oplyst,Anpartsselskab,33079087,80.0,-28000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHOULDERSINK ApS,"Bøgeslugten 4, 8400 Ebeltoft",Syddjurs,13.02.2014,2.0,Mikro,Anpartsselskab,35664327,200.0,487000.0,DKK,2023.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POWER STOW A/S,"Erhvervsparken 7, 4621 Gadstrup",Roskilde,22.12.2003,141.0,Mellemstor,Aktieselskab,27494722,3.0,213217000.0,DKK,2024.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L. ØLAND VENTILATION A/S,"Park Allé 366, 2605 Brøndby",Brøndby,04.12.1981,182.0,Mellemstor,Aktieselskab,60994013,500.0,128426000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEE MOTA ApS,"Nr Bjertvej 14, 7830 Vinderup",Holstebro,04.10.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32551319,125.0,410000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLUNOX A/S,"Frydenlundsvej 30, 2950 Vedbæk",Rudersdal,01.11.1991,7.0,Mikro,Aktieselskab,15669446,600.0,25510000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aim Robotics ApS,"Maskinvej 5, 2860 Søborg",Gladsaxe,03.05.2019,5.0,Mikro,Anpartsselskab,40494197,1.623,-252000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVK Hydra Klov A/S,"Morsøgade 3, 6700 Esbjerg",Esbjerg,20.04.2017,29.0,Lille,Aktieselskab,38786059,500.0,28830000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JYSK VANDTEKNIK ApS,"Lundagervej 112, 8723 Løsning",Hedensted,29.03.2006,12.0,Lille,Anpartsselskab,29427410,159.0,4297000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zirocco ApS,"Østager 2, 6400 Sønderborg",Sønderborg,26.10.2010,16.0,Lille,Anpartsselskab,33253419,100.0,4098000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thorhansa ApS,"Skoven 9, 6470 Sydals",Sønderborg,19.11.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40942408,40.0,8000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egholm A/S,"Transportvej 27, 7620 Lemvig",Lemvig,09.10.2018,89.0,Mellemstor,Aktieselskab,39929740,4.0,48773000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Køleteknik ApS,"Septembervej 79, 2860 Søborg",Gladsaxe,23.05.2022,2.0,Mikro,Anpartsselskab,43277545,40.0,1521000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.H. OPTRONIC ApS,"Ndr. Fabriksvej 16, 8722 Hedensted",Hedensted,26.09.2011,2.0,Mikro,Anpartsselskab,33956207,250.0,-521000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evoluted Factory ApS,"Navergangen 1 A 4, 2690 Karlslunde",Greve,01.01.2014,1.0,Mikro,Anpartsselskab,35643567,40.0,-2597000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JYDELAND MASKINFABRIK A/S,"Enggyden 6, 8400 Ebeltoft",Syddjurs,23.08.1989,17.0,Lille,Aktieselskab,13346089,1.05,19886000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HETCO ApS,"Grøndalsvej 67, 2000 Frederiksberg",Frederiksberg,10.07.1946,Ikke oplyst,Ikke oplyst,Anpartsselskab,53308112,80.0,-4000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HISA ApS,"Lindevej 2, 6950 Ringkøbing",Ringkøbing-Skjern,16.08.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35414118,80.0,-11000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGEMA ENGINEERING ApS,"Jørgens Alle 2 B, 8850 Bjerringbro",Viborg,30.06.1999,1.0,Mikro,Anpartsselskab,21836109,200.0,122000.0,DKK,2023.0,1,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TURBOVEX A/S,"Industrivej 45, 9600 Aars",Vesthimmerland,11.12.1984,9.0,Mikro,Aktieselskab,82588612,500.0,3113000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDUSTRIMASKINER ApS,"V Vedsted Vej 20 A, 6760 Ribe",Esbjerg,02.08.2006,5.0,Mikro,Anpartsselskab,29697450,498.0,1487000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L-System ApS,"Ved Viemosen 2, 7120 Vejle Øst",Vejle,29.09.2022,2.0,Mikro,Anpartsselskab,43560808,40.0,1679000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORUP ANDERSENS MASKINFABRIK ApS,"Bygmestervej 4, 9560 Hadsund",Mariagerfjord,19.12.1974,15.0,Lille,Anpartsselskab,51611616,200.0,9120000.0,DKK,2023.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMMO A/S,"Jens Grøns Vej 9, 7100 Vejle",Vejle,02.03.2011,11.0,Lille,Aktieselskab,33575149,1.0,5809000.0,DKK,2024.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vikinor A/S,"Vandtårnsvej 62 A 2 a, 2860 Søborg",Gladsaxe,12.02.2023,13.0,Lille,Aktieselskab,43854003,500.0,4255000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMME LIFT A/S,"Lægårdsvej 4, 7260 Sønder Omme",Billund,01.01.1990,86.0,Mellemstor,Aktieselskab,13927634,1.0,44978000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LØVE TRAKTORSERVICE ApS,"Rådhuspladsen 7 1, 4200 Slagelse",Slagelse,28.06.2007,1.0,Mikro,Anpartsselskab,30707427,140.0,135000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maskinbyggerne ApS,"Østervang 59, 7870 Roslev",Skive,16.10.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39030136,40.0,6000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGM A/S,"Smedemestervej 1, 5600 Faaborg",Faaborg-Midtfyn,06.12.1993,13.0,Lille,Aktieselskab,17441205,501.0,13267000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eureka Invest ApS,"Sundgade 60, 6320 Egernsund",Sønderborg,02.07.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41487038,40.0,-24000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HeatCare ApS,"Digtervænget 22, 8400 Ebeltoft",Syddjurs,06.07.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40643729,40.0,-366000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Maskin Vision ApS,"Katkjærvej 12 B, 7800 Skive",Skive,05.02.2016,3.0,Mikro,Anpartsselskab,37459046,50.0,2350000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIMOTEK INTERNATIONAL ApS,"Brøndager 18, 2650 Hvidovre",Hvidovre,08.06.1995,Ikke oplyst,Ikke oplyst,Anpartsselskab,18630494,215.0,-5000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KK FINANS ApS,"Søndergade 7, 9681 Ranum",Vesthimmerland,01.07.1988,Ikke oplyst,Ikke oplyst,Anpartsselskab,12285434,236.0,40000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KEMA DENMARK ApS,"Vestervænget 5, 6710 Esbjerg V",Esbjerg,26.03.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32087000,125.0,325000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIBY JENSEN HOLDING ApS,"Stationsvænget 27, 5853 Ørbæk",Nyborg,26.10.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,33969945,80.0,-5000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACESS A/S,"Jægersborgvej 1, 9520 Skørping",Rebild,21.12.2000,Ikke oplyst,Ikke oplyst,Aktieselskab,25808274,500.0,-661000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOAL STATION ApS,"Østre Alle 102, 9000 Aalborg",Aalborg,04.07.2010,1.0,Mikro,Anpartsselskab,33056044,80.0,111000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADURO A/S,"Beringvej 17, 8361 Hasselager",Århus,15.02.2005,50.0,Mellemstor,Aktieselskab,28488602,500.0,121607000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAARUP MASKINFABRIK A/S,"Hårupvej 20, 8600 Silkeborg",Silkeborg,10.12.1992,110.0,Mellemstor,Aktieselskab,16625299,8.0,50803000.0,DKK,2024.0,1,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEMBRANE A/S,"Nøglegårdsvej 10, 3540 Lynge",Allerød,03.11.2014,26.0,Lille,Aktieselskab,36422289,21.151,14275000.0,DKK,2023.0,1,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMB Stålindustri ApS,"Prins Buris Vej 57, 7500 Holstebro",Holstebro,03.01.2018,1.0,Mikro,Anpartsselskab,39208423,50.0,538000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENT NYGÅRD ELEKTRONIK ApS,"Haremarksvej 12, 8723 Løsning",Hedensted,28.11.1990,3.0,Mikro,Anpartsselskab,14705589,500.0,6420000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LABOTEK A/S,"Strøbjergvej 29, 3600 Frederikssund",Frederikssund,13.04.1982,43.0,Lille,Aktieselskab,87814416,6.0,14429000.0,DKK,2024.0,1,0,28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC NETSERVICE ApS,"Doktorparken 36 D, 9230 Svenstrup J",Aalborg,18.06.2008,1.0,Mikro,Anpartsselskab,31494141,125.0,515000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B&P Development ApS,"Bjertrup Skovvej 15, 8362 Hørning",Skanderborg,25.01.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39288982,50.0,-3000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AVK INTERNATIONAL A/S,"Smedeskovvej 40, 8464 Galten",Skanderborg,30.04.1976,263.0,Stor,Aktieselskab,57693517,11.0,180324000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VARIG TEKNIK & MILJØ A/S,"Varig Allé 1, 4180 Sorø",Sorø,14.09.2000,27.0,Lille,Aktieselskab,25615700,500.0,17319000.0,DKK,2023.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Label ID ApS,"Ved Bækken 55, 8722 Hedensted",Hedensted,20.04.2017,2.0,Mikro,Anpartsselskab,38581821,50.0,2260000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK Montage ApS,"Rødovre Parkvej 458, 2610 Rødovre",Rødovre,18.05.2018,2.0,Mikro,Anpartsselskab,39591138,50.0,624000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGIN Automation A/S,"Bautavej 1 A, 8210 Aarhus V",Århus,13.12.2019,Ikke oplyst,Ikke oplyst,Aktieselskab,41006498,400.0,120000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROMATIC ApS,"Kummerowsvej 3, 9400 Nørresundby",Aalborg,29.08.2013,1.0,Mikro,Anpartsselskab,35467572,50.0,614000.0,DKK,2024.0,0,0,28,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIPCON ApS,"Krakasvej 17, 3400 Hillerød",Hillerød,26.03.2007,1.0,Mikro,Anpartsselskab,30485890,125.0,652000.0,DKK,2024.0,0,0,28,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALSTED TRUCK A/S,"Ambolten 18, 6000 Kolding",Kolding,01.02.2006,7.0,Mikro,Aktieselskab,29319723,500.0,5412000.0,DKK,2023.0,0,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ET TEKNIK A/S,"Mørksøvej 11, 8600 Silkeborg",Silkeborg,30.12.1992,1.0,Mikro,Aktieselskab,16650986,500.0,4050000.0,DKK,2024.0,0,0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC HYDRAULIC A/S,"Fanøvej 6, 8800 Viborg",Viborg,23.02.1968,136.0,Mellemstor,Aktieselskab,23924919,6.0,60401000.0,DKK,2023.0,1,0,28,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPL Production A/S,"Nylandsvej 5, 6940 Lem St",Ringkøbing-Skjern,29.10.2019,82.0,Mellemstor,Aktieselskab,40892222,400.0,14053000.0,DKK,2023.0,0,0,28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
