Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af friske bageriprodukter,Anden forarbejdning og konservering af frugt og grøntsager,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",Fremstilling af mejeriprodukter,Fremstilling af færdige foderblandinger til landbrugsdyr,Fremstilling af andre fødevarer i.a.n.,Fremstilling af færdigretter,"Fremstilling af kakao, chokolade og sukkervarer",Fremstilling af kød- og fjerkrækødprodukter,Fremstilling af homogeniserede produkter og diætmad,Fremstilling af stivelse og stivelsesprodukter,Fremstilling af konsumis,Industriel fremstilling af brød og kager mv.,Fremstilling af mølleriprodukter,Fremstilling af olier og fedtstoffer,Forarbejdning af te og kaffe,Forarbejdning af andet kød,Fremstilling af frugt- og grøntsagssaft,Fremstilling af margarine o.lign. spiselige fedtstoffer,Fremstilling af færdige foderblandinger til kæledyr,Fremstilling af smagspræparater og krydderier,Fremstilling af dejprodukter,"Fremstilling af tvebakker, kiks, konserverede kager, tærter mv.",Forarbejdning og konservering af fjerkrækød,Fremstilling af fiskemel,Forarbejdning af svinekød,Forarbejdning og konservering af kartofler,Fremstilling af sukker
AB CATERING AALBORG A/S,"Kystvejen 80, 9400 Nørresundby",Aalborg,20.11.1986,224.0,Mellemstor,Aktieselskab,11283403,1.600,165114000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SAALI Biotechnologies Aps,"Nygaardsvej 100, 8660 Skanderborg",Skanderborg,01.05.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38619292,52,0.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURATOS DENMARK A/S,"Hjortsvangen 66, 7323 Give",Vejle,04.09.1948,39.0,Lille,Aktieselskab,36851813,7.000,23532000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMSØ SYLTEFABRIK A/S,"Trolleborgvej 12, 8305 Samsø",Samsø,13.03.1974,38.0,Lille,Aktieselskab,48327915,2.000,36270000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baker Boys ApS,"Edisonsvej 31, 5000 Odense C",Odense,17.05.2017,14.0,Lille,Anpartsselskab,38649485,40,3356000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAUNS BAGERI ApS,"Vestre Alle 28, 9000 Aalborg",Aalborg,03.06.1998,13.0,Lille,Anpartsselskab,21255734,125,3266000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foodpeople A/S,"Kirstinehøj 46, 2770 Kastrup",Tårnby,01.01.1988,91.0,Mellemstor,Aktieselskab,11892949,3.657,25583000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apetit ApS,"Vestergade 45 A, 8963 Auning",Norddjurs,17.08.2016,4.0,Mikro,Anpartsselskab,37936316,50,1584000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lets Eco ApS,"Lysholt Allé 3, 7100 Vejle",Vejle,10.09.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41676671,40,-4252000.0,DKK,2023.0,0,0,10,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samsø Bær ApS,"Sildeballe 35, 8305 Samsø",Samsø,01.05.2016,1.0,Mikro,Anpartsselskab,37668184,50,-296000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Farm ApS,"Villaparken 41, 7860 Spøttrup",Skive,24.06.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40640134,40,48000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pigeon Vitality Danmark ApS,"Østre Alle 102, 9000 Aalborg",Aalborg,12.02.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37472522,40,1526000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CarBis Convenience Food ApS,"Marselisborg Havnevej 56, 8000 Aarhus C",Århus,01.01.2018,2.0,Mikro,Anpartsselskab,39214733,50,1260000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyBite A/S,"Jegstrupvej 6 A, 7800 Skive",Skive,25.09.2017,Ikke oplyst,Ikke oplyst,Aktieselskab,38969129,500,353000.0,DKK,2024.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELVIRASMINDE A/S,"Danmarksvej 24 A, 8660 Skanderborg",Skanderborg,30.11.1979,45.0,Lille,Aktieselskab,88372514,2.000,15213000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHARMA NORD ApS,"Tinglykke 4-6, 6500 Vojens",Haderslev,02.10.1981,289.0,Stor,Anpartsselskab,67303016,200,147581000.0,DKK,2023.0,1,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Circular Food Technology ApS,"Pilestræde 35 B 1 tv, 1112 København K",København,01.06.2018,18.0,Lille,Anpartsselskab,39615231,839,-5382000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARAMELLERIET ApS,"Jægersborggade 36 kl tv, 2200 København N",København,22.12.2005,8.0,Mikro,Anpartsselskab,29216002,125,2436000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HESSELHOLT FISK EKSPORT ApS,"Fibigers Gade 10, 7730 Hanstholm",Thisted,03.04.2009,1.0,Mikro,Anpartsselskab,32092284,100,8512000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ø Køkken ApS,"Mejerivej 30, 8305 Samsø",Samsø,01.10.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41721685,40,116000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELIZA CHOKOLADE ApS,"Jens Juuls Vej 40, 8260 Viby J",Århus,10.12.2004,61.0,Mellemstor,Anpartsselskab,28293682,125,12481000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJVINDS SØNDERVIG ApS,"Lodbergsvej 10, 6950 Ringkøbing",Ringkøbing-Skjern,11.04.2008,49.0,Lille,Anpartsselskab,31371759,125,8037000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gudme Slagteri ApS,"Teglværksvej 89, 5884 Gudme",Svendborg,01.06.2017,5.0,Mikro,Anpartsselskab,38687743,40,956000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniali Schiøtz Bageri ApS,"Falkoner Alle 36, 2000 Frederiksberg",Frederiksberg,08.12.2021,7.0,Mikro,Anpartsselskab,42890340,40,1379000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Havnens Røgeri Hvalpsund ApS,"Sundvej 95, 9640 Farsø",Vesthimmerland,14.03.2017,1.0,Mikro,Anpartsselskab,38487817,150,1169000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antons Saft ApS,"Gludvej 75, 7130 Juelsminde",Hedensted,26.06.2015,5.0,Mikro,Anpartsselskab,37088420,50,112000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurm Pharma ApS,"Ferrarivej 12, 7100 Vejle",Vejle,18.12.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39181274,50,91000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eleens Bageri ApS,"Taastrup Hovedgade 106, 2630 Taastrup",Høje-Taastrup,25.07.2023,25.0,Lille,Anpartsselskab,44214571,40,3921000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENGELSVIKEN CANNING DENMARK A/S,"Søren Humbers Kaj 2, 9990 Skagen",Frederikshavn,22.05.2002,16.0,Lille,Aktieselskab,26683203,1.000,13075000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quartz Mill ApS,"Schandorphsvej 44, 4100 Ringsted",Ringsted,11.02.2021,5.0,Mikro,Anpartsselskab,42117188,49,810000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEDSTED MEJERI A/S,"Østergade 23, 9631 Gedsted",Vesthimmerland,27.06.2008,8.0,Mikro,Aktieselskab,31599261,980,7172000.0,DKK,2024.0,0,0,10,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEGOLAND ApS,"Åstvej 10, 7190 Billund",Billund,21.12.1973,1130.0,Stor,Anpartsselskab,36887613,1.100,245830000.0,DKK,2023.0,1,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HØRKRAM FOODSERVICE A/S,"Centervej 1, 4180 Sorø",Sorø,18.12.1978,1251.0,Stor,Aktieselskab,85500716,90.000,933711000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Speyer ApS,"Istedgade 86 2 tv, 1650 København V",København,10.01.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41066709,40,,nan,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kløverhøj 2.0 ApS,"Gydevej 10 A, 3230 Græsted",Gribskov,19.10.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43588346,41,-42000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NettoFoder ApS,"Saltøvej 41, 4736 Karrebæksminde",Næstved,30.03.2023,2.0,Mikro,Anpartsselskab,43980297,40,,nan,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB Neo A/S,"Skjernvej 42, 6920 Videbæk",Ringkøbing-Skjern,22.01.2016,55.0,Mellemstor,Aktieselskab,37404241,1.000,25001000.0,DKK,2024.0,0,0,10,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FoodRemade ApS,"Ødumvej 6, 8370 Hadsten",Favrskov,06.02.2023,5.0,Mikro,Anpartsselskab,43835785,45,46000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARIBO PRODUKTION A/S,"Præstøvej 55, 4640 Faxe",Faxe,06.05.1935,297.0,Stor,Aktieselskab,43423010,6.000,151913000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAGES BAGERI ApS,"Sct. Laurentii Vej 104, 9990 Skagen",Frederikshavn,15.01.1999,4.0,Mikro,Anpartsselskab,21409480,125,6202000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nørmark Meat ApS,"Englandsvej 7, 7100 Vejle",Vejle,19.04.2022,15.0,Lille,Anpartsselskab,43202901,40,5102000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANISH BREAD STUDIO ODENSE BUTIKKERNE ApS,"Vestergade 75 B, 5000 Odense C",Odense,01.07.2009,19.0,Lille,Anpartsselskab,32360408,125,1202000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RISE'S BRØD ApS,"Hunderupvej 24, 5000 Odense C",Odense,08.01.2008,35.0,Lille,Anpartsselskab,31170761,125,5815000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ovodan Foods A/S,"Havnegade 33-35, 5000 Odense C",Odense,04.06.1985,43.0,Lille,Aktieselskab,78878428,5.000,65237000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYNHJEMS EFTF.. OLE JENSEN ApS,"Stengade 19, 3000 Helsingør",Helsingør,30.12.1982,7.0,Mikro,Anpartsselskab,70585219,200,4663000.0,DKK,2023.0,0,0,10,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOKOLADEVÆRKSTEDET JOTA A/S,"Stæremosen 49, 3250 Gilleleje",Gribskov,19.12.2007,8.0,Mikro,Aktieselskab,31161304,500,2763000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amart ApS,"Amagerbrogade 112 st, 2300 København S",København,17.11.2021,40.0,Lille,Anpartsselskab,42842087,40,2500000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirktzen ApS,"Østergade 31, 6040 Egtved",Vejle,19.11.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36437103,52,41000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AsLa Invest ApS,"Edisonsvej 9 kl, 1856 Frederiksberg C",Frederiksberg,01.12.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34876649,300,0.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAM2021 ApS,"Brunbjergvej 1, 8240 Risskov",Århus,29.12.2021,10.0,Lille,Anpartsselskab,42935328,40,552000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuxen Brewing Company ApS,"Byageren 11, 2850 Nærum",Rudersdal,06.12.2015,2.0,Mikro,Anpartsselskab,37279374,275,1152000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koji Copenhagen ApS,"Amagerbrogade 28, 2300 København S",København,22.04.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43222139,40,-27000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fresh Market ApS,"Frederiksborggade 21, 1360 København K",København,28.10.2018,15.0,Lille,Anpartsselskab,39982323,50,2019000.0,DKK,2023.0,0,0,10,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KT FOOD ApS,"Smedevænget 4, 8920 Randers NV",Randers,01.01.2003,Ikke oplyst,Ikke oplyst,Anpartsselskab,10113415,125,2396000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY ENDRUPHOLM INVEST ApS,"Lundhedevej 25 A, 7200 Grindsted",Billund,10.10.1984,11.0,Lille,Anpartsselskab,75571615,200,21927000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Better Jusage ApS,"Hornsherredvej 255, 4070 Kirke Hyllinge",Lejre,09.09.2022,1.0,Mikro,Anpartsselskab,43513192,40,1456000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEDEN ApS,"Svendsagervej 2 B, 5240 Odense NØ",Odense,08.09.2010,43.0,Lille,Anpartsselskab,33151403,80,7477000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISION Tove Resen ApS,"Ove Jensens Alle 35, 8700 Horsens",Horsens,20.09.2016,1.0,Mikro,Anpartsselskab,38021656,50,64000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAN SALMON A/S,"Østhavnsvej 12, 9850 Hirtshals",Hjørring,01.09.2005,65.0,Mellemstor,Aktieselskab,28985991,600,10187000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gastro Foods ApS,"Niels Bohrs Vej 9, 9990 Skagen",Frederikshavn,28.06.2011,Ikke oplyst,Ikke oplyst,Anpartsselskab,33770944,125,820000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GB MEAT GROUP ApS,"Bredskifte Allé 5 st, 8210 Aarhus V",Århus,25.03.2008,49.0,Lille,Anpartsselskab,30508645,125,17855000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HOLMEGAARDS DELI ApS,"Glasmagervej 23, 4684 Holmegaard",Næstved,14.10.2013,12.0,Lille,Anpartsselskab,35516182,874,7858000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Groft ApS,"Rude Havvej 103, 8300 Odder",Odder,14.02.2022,16.0,Lille,Anpartsselskab,43081225,40,1153000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VANILLA CHOCOLATIER & KONDITORI ApS,"Paladspassagen 14, 7100 Vejle",Vejle,11.12.2014,19.0,Lille,Anpartsselskab,36459387,50,4186000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellyfood A/S,"Jernbanegade 27, 6000 Kolding",Kolding,17.01.2019,4.0,Mikro,Aktieselskab,40182071,400,1478000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
