Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af friske bageriprodukter,Anden forarbejdning og konservering af frugt og grøntsager,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",Fremstilling af mejeriprodukter,Fremstilling af færdige foderblandinger til landbrugsdyr,Fremstilling af andre fødevarer i.a.n.,Fremstilling af færdigretter,"Fremstilling af kakao, chokolade og sukkervarer",Fremstilling af kød- og fjerkrækødprodukter,Fremstilling af homogeniserede produkter og diætmad,Fremstilling af stivelse og stivelsesprodukter,Fremstilling af konsumis,Industriel fremstilling af brød og kager mv.,Fremstilling af mølleriprodukter,Fremstilling af olier og fedtstoffer,Forarbejdning af te og kaffe,Forarbejdning af andet kød,Fremstilling af frugt- og grøntsagssaft,Fremstilling af margarine o.lign. spiselige fedtstoffer,Fremstilling af færdige foderblandinger til kæledyr,Fremstilling af smagspræparater og krydderier,Fremstilling af dejprodukter,"Fremstilling af tvebakker, kiks, konserverede kager, tærter mv.",Forarbejdning og konservering af fjerkrækød,Fremstilling af fiskemel,Forarbejdning af svinekød,Forarbejdning og konservering af kartofler,Fremstilling af sukker
BAGERGAARDENS BRØDHUS ApS,"Hølkenhavevej 21, 8300 Odder",Odder,24.04.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32102751,125,32000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mpho juicer ApS,"Møllegærdet 14, 6000 Kolding",Kolding,28.02.2024,Ikke oplyst,Ikke oplyst,Anpartsselskab,44667762,40,-2000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Søren Bager ApS,"Bagsværd Hovedgade 77 st 4, 2880 Bagsværd",Gladsaxe,14.06.2016,Ikke oplyst,Ikke oplyst,Anpartsselskab,37800937,50,2082000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True. ApS,"Formervangen 13, 2600 Glostrup",Glostrup,02.03.2017,37.0,Lille,Anpartsselskab,38460161,67,23814000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ø&KO ApS,"Bybrøndstræde 6, 3500 Værløse",Furesø,15.09.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38937960,50,114000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Højene Bageri ApS,"Frederikshavnsvej 37, 9800 Hjørring",Hjørring,20.06.2018,72.0,Mellemstor,Anpartsselskab,39671395,50,18089000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP Production ApS,"Naurvej 3 A, 7500 Holstebro",Holstebro,24.08.2015,22.0,Lille,Anpartsselskab,37033960,50,13403000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Greenline Coffee A/S,"Holmevej 10, 5683 Haarby",Assens,21.02.2023,Ikke oplyst,Ikke oplyst,Aktieselskab,43892231,400,-215000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRØDR. EWERS A/S,"Ellegårdvej 19, 6400 Sønderborg",Sønderborg,23.06.1931,167.0,Mellemstor,Aktieselskab,45484815,625,202580000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Konditorhuset ApS,"Ryttervej 11, 8450 Hammel",Favrskov,07.12.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41948604,40,13000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassac ApS,"Hovedgaden 60, 3220 Tisvildeleje",Gribskov,10.04.2017,32.0,Lille,Anpartsselskab,38574590,50,3062000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nutrumami ApS,"Højbro Plads 10 st, 1200 København K",København,18.10.2022,4.0,Mikro,Anpartsselskab,43609246,51,-396000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEVLANA BAGERI ApS,"Værkstedvej 27, 2500 Valby",København,01.08.2010,12.0,Lille,Anpartsselskab,33076266,80,4980000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KVANN ApS,"Gundsølillevej 52 B, 4000 Roskilde",Roskilde,15.11.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31880173,125,669000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punjabi Dhaba ApS,"Vigerslev Allé 32, 2500 Valby",København,12.12.2016,1.0,Mikro,Anpartsselskab,38248812,40,281000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJ BORNHOLM ApS,"Brovangen 18, 3720 Aakirkeby",Bornholm,04.12.2009,18.0,Lille,Anpartsselskab,32647561,425,10727000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ROXY BAGERIET, KOLDING ApS","Agtrupvej 98, 6000 Kolding",Kolding,29.06.2005,17.0,Lille,Anpartsselskab,28862695,250,3089000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT Bager ApS,"Storegade 73, 3790 Hasle",Bornholm,16.02.2017,3.0,Mikro,Anpartsselskab,38421417,50,626000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prehn Bolsjer ApS,"Knolden 39 B, 4000 Roskilde",Roskilde,13.01.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39242567,40,12000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meyers A/S,"Dampfærgevej 10 1, 2100 København Ø",København,01.11.2020,388.0,Stor,Aktieselskab,41810556,400,111864000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANDALUS A/S,"Industrivangen 3, 7730 Hanstholm",Thisted,17.06.1992,81.0,Mellemstor,Aktieselskab,16177806,2.250,43188000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valensina Nordic ApS,"Lautrupsgade 11, 2100 København Ø",København,22.05.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40536175,50,402000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sedas Plantekøkken ApS,"Kochsgade 31 D, 5000 Odense C",Odense,25.03.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42255041,40,,nan,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAT-SCHAUB A/S,"Vesterbrogade 4 A 2, 1620 København V",København,29.11.2010,467.0,Stor,Aktieselskab,33353170,50.739,292478000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sommerlund Røgeri ApS,"Nyvej 23, 4600 Køge",Køge,12.05.2023,2.0,Mikro,Anpartsselskab,44073722,40,-118000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ma-Mam ApS,"Ved Diget 18, 3390 Hundested",Halsnæs,27.11.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41899077,54,-145000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hr. Skov Engros ApS,"Blåvandvej 37, 6857 Blåvand",Varde,24.03.2011,7.0,Mikro,Anpartsselskab,33583729,125,4184000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITF 2024 ApS,"Sortedam Dossering 55, 2100 København Ø",København,03.09.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36080795,50,-481000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJENDOMSSELSKABET DFC A/S,"Skanderborgvej 19, 8751 Gedved",Horsens,30.08.2012,Ikke oplyst,Ikke oplyst,Aktieselskab,34694311,1.010,2254000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Isværk ApS,"Ravnen 5, 8410 Rønde",Syddjurs,07.09.2022,1.0,Mikro,Anpartsselskab,43495151,40,-49000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMMERYS ApS,"Trekronergade 147 B, 2500 Valby",København,01.01.2011,573.0,Stor,Anpartsselskab,33388446,500,93641000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TISTRUP SLAGTEHUS ApS,"Frejasvej 13, 6862 Tistrup",Varde,24.09.2008,12.0,Lille,Anpartsselskab,31766486,188,4506000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NizedFood ApS,"Sikavej 33, 7160 Tørring",Hedensted,02.12.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41907142,40,-46000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Kalundborg Kaffe ApS,"Byens Mose 12, 4400 Kalundborg",Kalundborg,01.05.2019,14.0,Lille,Anpartsselskab,40493484,40,1532000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insula Fersk Fisk A/S,"Constantiavej 29, 9900 Frederikshavn",Frederikshavn,13.12.2018,11.0,Lille,Aktieselskab,40089934,550,608000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ägte ApS,"Ålborgvej 596, 9760 Vrå",Hjørring,06.12.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43696599,60,-192000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENTRALRØGERIET A/S,"Tingbjergvej 5, 4632 Bjæverskov",Køge,01.06.2005,13.0,Lille,Aktieselskab,28839308,500,7858000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLG SERVICE A/S,"Ballesvej 2, 7000 Fredericia",Fredericia,01.08.1946,234.0,Mellemstor,Aktieselskab,16181528,2.000,163372000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galariet Christiania ApS,"Mælkevejen 46 A, 1440 København K",København,14.05.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41360321,40,-75000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scale Up Innovation ApS,"Byvej 44, 4682 Tureby",Faxe,21.03.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,43934236,67,-712000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambardella ApS,"Ndr. Strandvej 57, 3770 Allinge",Bornholm,06.01.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,41999640,40,0.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordisk Fiske Kompagni A/S,"Havnen 70, 7620 Lemvig",Lemvig,03.02.2016,Ikke oplyst,Ikke oplyst,Aktieselskab,37451045,1.000,1989000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seagems Denmark ApS,"Amager Strandvej 60 1, 2300 København S",København,07.02.2022,2.0,Mikro,Anpartsselskab,43047183,100,3484000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKARE FOOD ApS,"Jyllandsgade 12, 6600 Vejen",Vejen,30.07.1999,Ikke oplyst,Ikke oplyst,Anpartsselskab,21852309,350,16296000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKV Sourcing & Supply A/S,"Gravsholtvej 92, 9310 Vodskov",Aalborg,25.11.2022,Ikke oplyst,Ikke oplyst,Aktieselskab,43690825,401,6742000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADE IN DENMARK A/S,"Gummersmarkvej 7 A, 4632 Bjæverskov",Køge,07.02.2013,8.0,Mikro,Aktieselskab,35037403,500,3080000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAGERIET INGEBORG VRÅ ApS,"Tuenvej 285, 9900 Frederikshavn",Frederikshavn,09.07.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34613176,80,-2000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANFEDT A/S,"Kornmarken 1, 8464 Galten",Skanderborg,20.06.2003,4.0,Mikro,Aktieselskab,27238734,17.276,31861000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stenger & Düwel ApS,"Lærkereden 2, 6470 Sydals",Sønderborg,28.09.2022,1.0,Mikro,Anpartsselskab,43544098,50,-43000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDGAR MADSEN FISKEEKSPORT & FILETFABRIK A/S,"Metheasvej 10, 6960 Hvide Sande",Ringkøbing-Skjern,29.06.1998,10.0,Lille,Aktieselskab,20985801,5.000,5860000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIELSENS BAGERI VOJENS ApS,"Nørregade 40, 6330 Padborg",Aabenraa,26.03.2013,25.0,Lille,Anpartsselskab,35206108,80,6488000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MØN BOLCHER ApS,"Ankervej 1, 4800 Nykøbing F",Guldborgsund,13.10.2005,17.0,Lille,Anpartsselskab,29141770,125,3526000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN HELT RIGTIGE BAGER ApS,"Gammel Bagsværdvej 64, 2800 Kongens Lyngby",Lyngby-Taarbæk,01.12.1991,29.0,Lille,Anpartsselskab,15845147,200,5485000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSB Service & Retail A/S,"Telegade 2, 2630 Taastrup",Høje-Taastrup,25.06.1987,1160.0,Stor,Aktieselskab,10882230,6.000,,nan,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Artisan ApS,"Fredensgade 1 st, 2200 København N",København,16.02.2021,18.0,Lille,Anpartsselskab,42161098,1.000,1287000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Bread Studio Svendborg ApS,"Gerritsgade 18, 5700 Svendborg",Svendborg,16.04.2008,11.0,Lille,Anpartsselskab,30540115,125,2837000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN GAMLE BAGERGAARD AF 1992 ApS,"Vestergade 22, 4930 Maribo",Lolland,01.11.1991,26.0,Lille,Anpartsselskab,15689188,125,5536000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rømø Rejer ApS,"Slippen 2, 6792 Rømø",Tønder,16.04.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41299363,40,-56000.0,DKK,2024.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFABRIKKEN Gilleleje Havn ApS,"Clausensvej 1, 3250 Gilleleje",Gribskov,10.12.2020,1.0,Mikro,Anpartsselskab,41930632,40,408000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MK BAGERI ApS,"Hovedgaden 490, 2640 Hedehusene",Høje-Taastrup,01.09.2010,9.0,Mikro,Anpartsselskab,33146825,80,3821000.0,DKK,2024.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Group Manufacturing A/S,"Ferrarivej 12, 7100 Vejle",Vejle,27.10.2020,41.0,Lille,Aktieselskab,41796979,500,11452000.0,DKK,2023.0,0,0,10,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skagerak Processing A/S,"Herluf Trollesvej 14, 9850 Hirtshals",Hjørring,30.06.2015,42.0,Lille,Aktieselskab,36944145,12.500,18135000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLITGAARDS BAGERI ApS,"Assensvej 20, 5600 Faaborg",Faaborg-Midtfyn,20.06.1997,10.0,Lille,Anpartsselskab,20123400,390,1663000.0,DKK,2023.0,0,0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiskehallen Tvilling A/S,"Kattegatvej 63, 2150 Nordhavn",København,21.12.2000,44.0,Lille,Aktieselskab,25815955,1.000,20675000.0,DKK,2023.0,0,0,10,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Superfoods4livet ApS,"Heeringvej 25, 4690 Haslev",Faxe,25.07.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44219220,41,-177000.0,DKK,2024.0,0,0,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
