Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Reparation og vedligeholdelse af færdige metalprodukter,Reparation og vedligeholdelse af maskiner,Reparation og vedligeholdelse af elektrisk udstyr,Installation af industrimaskiner og -udstyr,Reparation og vedligeholdelse af civile skibe og både,Reparation og vedligeholdelse af elektronisk og optisk udstyr,Reparation og vedligeholdelse af civile luft- og rumfartøjer,Reparation og vedligeholdelse af andet udstyr,Reparation og vedligeholdelse af andre civile transportmidler,"Reparation og vedligeholdelse af militære kampkøretøjer, skibe, både og luft- og rumfartøjer"
Svart aps,"Baunehøj 43, 4320 Lejre",Lejre,24.02.2020,2.0,Mikro,Anpartsselskab,41187239,40.0,583000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIDA Technic ApS,"Stenderupgade 6 st tv, 1738 København V",København,22.01.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39302411,40.0,23000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaest A/S,"Landdybet 10 87, 9220 Aalborg Øst",Aalborg,09.05.2005,39.0,Lille,Aktieselskab,28713649,6.0,58842000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICHAEL MADSEN ApS,"Truevejen 3, 9500 Hobro",Mariagerfjord,18.12.2014,2.0,Mikro,Anpartsselskab,36469161,50.0,775000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALLUM TEKNIK ApS,"Møgelhøj 3, 8520 Lystrup",Århus,11.05.2009,5.0,Mikro,Anpartsselskab,32149383,125.0,2736000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venning Maskinfabrik ApS,"Platanvænget 14, 8990 Fårup",Randers,16.03.2017,28.0,Lille,Anpartsselskab,38495372,50.0,15480000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FAIRWIND A/S,"Lysholt Allé 6, 7100 Vejle",Vejle,16.05.2008,42.0,Lille,Aktieselskab,31429293,785.0,42245000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hildur ApS,"Højholtvej 18, 5856 Ryslinge",Faaborg-Midtfyn,25.06.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39673398,50.0,478000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ELJ Smedie & Montage ApS,"Merkurvej 4, 9300 Sæby",Frederikshavn,24.06.2021,7.0,Mikro,Anpartsselskab,42491063,40.0,2854000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KJS Technic ApS,"Vænget 9, 7700 Thisted",Thisted,06.04.2018,7.0,Mikro,Anpartsselskab,39463547,51.0,17909000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KLU MATERIEL NORD A/S,"Olievej 13, 9000 Aalborg",Aalborg,03.07.2006,8.0,Mikro,Aktieselskab,28654944,588.0,7928000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EGERNSUND BÅDBYGGERI ApS,"Egenæs 9, 6300 Gråsten",Sønderborg,09.06.1987,2.0,Mikro,Anpartsselskab,10872170,200.0,1077000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COLD BLASTING ApS,"Chr Dannings Vej 79, 5500 Middelfart",Middelfart,09.06.2000,Ikke oplyst,Ikke oplyst,Anpartsselskab,10032717,126.0,-13000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Kedelservice ApS,"Roskildevej 21, 7441 Bording",Ikast-Brande,22.04.2021,9.0,Mikro,Anpartsselskab,42326348,40.0,4308000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK QUICK SERVICE ApS,"Skærbækvej 14, 2610 Rødovre",Rødovre,30.09.2005,3.0,Mikro,Anpartsselskab,29144931,126.0,1470000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENMOR SOLUTIONS ApS,"Birkehaven 403, 2980 Kokkedal",Fredensborg,01.11.2002,1.0,Mikro,Anpartsselskab,26879124,125.0,-3893000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ØSTBORNHOLMS BÅDEBYGGERI ApS,"Sdr Hammer 218, 3730 Nexø",Bornholm,27.06.2013,1.0,Mikro,Anpartsselskab,32339808,80.0,1154000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Urban Coffee ApS,"Knud Bro Alle 5 A, 3660 Stenløse",Egedal,10.01.2019,3.0,Mikro,Anpartsselskab,40169555,50.0,1929000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F 16 SMEDJEN ApS,"Fugledevej 16, 4490 Jerslev Sjælland",Kalundborg,01.04.2003,3.0,Mikro,Anpartsselskab,27120423,125.0,823000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamas aps,"Lupinvej 4, 9500 Hobro",Mariagerfjord,18.11.2009,5.0,Mikro,Anpartsselskab,32567282,125.0,1319000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THITA ELEKTRONIK ApS,"Turkisvej 1 C, 2730 Herlev",Herlev,29.10.1987,2.0,Mikro,Anpartsselskab,11540333,125.0,543000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJERTMANS DANSK MARINEUDSTYR ApS,"Industrivej 1, 6000 Kolding",Kolding,16.08.2010,6.0,Mikro,Anpartsselskab,33080387,80.0,1232000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hydra-Teknik ApS,"Værftskaj 12, 7680 Thyborøn",Lemvig,22.03.2017,11.0,Lille,Anpartsselskab,38509683,50.0,6102000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scanpotec ApS,"Centervej 26, 4180 Sorø",Sorø,09.03.2021,18.0,Lille,Anpartsselskab,42199575,40.0,21063000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TH MONTAGE ApS,"Nordre Industrigade 12, 9550 Mariager",Mariagerfjord,29.05.2009,2.0,Mikro,Anpartsselskab,32263216,125.0,2507000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SKJERN ELEKTRO ApS,"Vardevej 34, 6900 Skjern",Ringkøbing-Skjern,05.11.1984,8.0,Mikro,Anpartsselskab,76306311,210.0,3711000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHT Landteknik ApS,"Vesterskovmark 8, 8970 Havndal",Randers,24.03.2020,1.0,Mikro,Anpartsselskab,41262729,40.0,467000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your Wind Partner ApS,"Marmorvej 9 A 3 th, 2100 København Ø",København,15.05.2023,1.0,Mikro,Anpartsselskab,44060140,40.0,851000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DP TEK ApS,"Kirkedalsvej 23, 3790 Hasle",Bornholm,22.01.2021,1.0,Mikro,Anpartsselskab,42048410,50.0,598000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bådgaragen ApS,"Korvetvej 21, 4040 Jyllinge",Roskilde,10.03.2022,1.0,Mikro,Anpartsselskab,43115626,40.0,80000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A TEKNIK ApS,"Tjørneager 13, 4330 Hvalsø",Lejre,27.06.2001,4.0,Mikro,Anpartsselskab,26104769,125.0,2270000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAUTISK TEKNIK ApS,"Stæremosen 55, 3250 Gilleleje",Gribskov,01.01.2011,1.0,Mikro,Anpartsselskab,33385188,80.0,390000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SVEBØLLE INDUSTRI MONTAGE ApS,"Lerbjergvej 33, 4470 Svebølle",Kalundborg,08.10.2009,2.0,Mikro,Anpartsselskab,32550932,125.0,2363000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Steepotech ApS,"Rønhøjvej 8, 8300 Odder",Odder,02.12.2015,2.0,Mikro,Anpartsselskab,37276553,50.0,2721000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDIC ENGINEERING SHIPSERV ApS,"Saltværksvej 5 A, 2770 Kastrup",Tårnby,04.09.2007,2.0,Mikro,Anpartsselskab,30816145,125.0,1195000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANGELUND ApS,"Bovlund Bjergvej 48, 6534 Agerskov",Tønder,12.03.2008,7.0,Mikro,Anpartsselskab,31334039,125.0,3259000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wireservice Hanstholm ApS,"Kai Lindbergs Gade 73, 7730 Hanstholm",Thisted,20.04.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44018578,40.0,98000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GERSTENBERG SERVICES A/S,"Vibeholmsvej 21, 2605 Brøndby",Brøndby,01.03.2013,20.0,Lille,Aktieselskab,35141707,500.0,18137000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQUAGAIN - FOLDING SMED A/S,"Vælding Bjergvej 4, 6650 Brørup",Vejen,16.09.1975,77.0,Mellemstor,Aktieselskab,54249616,1.0,42674000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajkom ApS,"Mosevej 12, 8544 Mørke",Syddjurs,02.06.2016,7.0,Mikro,Anpartsselskab,37765082,50.0,3294000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODMAND JØRGENSEN MASKINER ApS,"Stenhuggervej 26, 5230 Odense M",Odense,15.06.1990,8.0,Mikro,Anpartsselskab,14285598,200.0,4389000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Envipa Holding ApS,"Hans Egedes Vej 1, 6715 Esbjerg N",Esbjerg,19.10.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37163198,50.0,,nan,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Momentum Energy Services A/S,"Nyballevej 8, 8444 Balle",Syddjurs,01.01.2005,54.0,Mellemstor,Aktieselskab,28324022,400.0,27799000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row-teq ApS,"Gl. Sundsvej 24, 7451 Sunds",Herning,02.03.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38458868,50.0,75000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANTEC DYNAMICS A/S,"Tonsbakken 16-18, 2740 Skovlunde",Ballerup,01.05.1991,49.0,Lille,Aktieselskab,15107588,22.721,71709000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Horkenborg Smedie og Hydraulikservice ApS,"Midtbyvej 28, 6893 Hemmet",Ringkøbing-Skjern,26.06.2018,1.0,Mikro,Anpartsselskab,39683849,50.0,1950000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohlsson Total ApS,"Islevbrovej 16 A, 2610 Rødovre",Rødovre,10.01.2020,2.0,Mikro,Anpartsselskab,41072393,40.0,83000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HE Marine A/S,"Mellemstrupvej 7, 8500 Grenaa",Norddjurs,18.12.2023,12.0,Lille,Aktieselskab,44506998,400.0,5084000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MASKINPLUS.DK ApS,"Drejergangen 12 C, 2690 Karlslunde",Greve,02.03.1982,3.0,Mikro,Anpartsselskab,67531515,135.0,,nan,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tenex Automation ApS,"Agtoftsvej 7 B, 6400 Sønderborg",Sønderborg,20.01.2016,6.0,Mikro,Anpartsselskab,37384542,50.0,3457000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMJ-TEKNIK ApS,"Rydagervej 8, 2620 Albertslund",Albertslund,01.04.2009,4.0,Mikro,Anpartsselskab,32101194,126.0,6940000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NYGAARDS MASKINSERVICE ApS,"Vollerslevvej 47, 4100 Ringsted",Ringsted,12.05.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,31865824,50.0,706000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBD SERVICE ApS,"Stubdrupvej 130, 6000 Kolding",Kolding,29.10.2003,1.0,Mikro,Anpartsselskab,27414796,125.0,78000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YACHT SERVICE ApS,"Refshalevej 200, 1432 København K",København,09.10.2001,5.0,Mikro,Anpartsselskab,26264839,125.0,1346000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J.E.L. MONTAGE ApS,"Magleåsen 4, 3670 Veksø Sjælland",Egedal,01.01.2002,1.0,Mikro,Anpartsselskab,26408946,125.0,1444000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERMAID MARITIME CONSULTING ApS,"Nørrevej 64 st, 3070 Snekkersten",Helsingør,12.11.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35530029,80.0,-26000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M.B. BOATS & SAT-COM ApS,"Hejsagervej 34 A, 6100 Haderslev",Haderslev,02.11.1990,3.0,Mikro,Anpartsselskab,14839291,200.0,871000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R.L.P. MONTAGE SMEDE- & MASKINSERVICE ApS,"Glerupvej 10, 9560 Hadsund",Mariagerfjord,06.03.2008,2.0,Mikro,Anpartsselskab,31285089,125.0,487000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NiLa-Tech ApS,"Ydunvej 6, 4241 Vemmelev",Slagelse,17.01.2022,1.0,Mikro,Anpartsselskab,42988421,50.0,194000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVENDBORG MOTORVÆRKSTED ApS,"Håndværkervænget 1, 5700 Svendborg",Svendborg,29.05.1998,31.0,Lille,Anpartsselskab,20894873,200.0,18963000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASSENS SKIBSVÆRFT A/S,"Søndre Havnevej 2 A, 5610 Assens",Assens,17.04.2006,49.0,Lille,Aktieselskab,29512426,501.0,42145000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2M Multiservice ApS,"Gl Mørkevej 67, 8544 Mørke",Syddjurs,24.06.2019,2.0,Mikro,Anpartsselskab,40640568,40.0,1203000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL MASKINSERVICE ApS,"Vestergårdsvej 40, 8300 Odder",Odder,11.10.2006,2.0,Mikro,Anpartsselskab,29784485,125.0,972000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stromma Vedligehold ApS,"Toldbodgade 39 st, 1253 København K",København,01.08.2017,11.0,Lille,Anpartsselskab,38828932,50.0,7215000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GORMS KØLESERVICE ApS,"Håndværkervænget 5, 2670 Greve",Greve,12.07.2012,3.0,Mikro,Anpartsselskab,34615586,80.0,2655000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Aries Enterprise ApS,"Kongelundsvej 601, 2791 Dragør",Tårnby,24.06.2024,1.0,Mikro,Anpartsselskab,44921154,40.0,20000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KM Svejse Entreprise ApS,"Stenderupvej 4, 6091 Bjert",Kolding,26.06.2015,1.0,Mikro,Anpartsselskab,36939753,50.0,1547000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JB Offshore Contractors Aps,"Birkevænget 6, 9300 Sæby",Frederikshavn,14.07.2015,1.0,Mikro,Anpartsselskab,36963948,40.0,257000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HOLMEGAARD MASKINSTATION ApS,"Hornbækvej 662 A, 3100 Hornbæk",Helsingør,08.09.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31751594,125.0,824000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS RUSTFRI ApS,"Eghøjvej 9, 6823 Ansager",Varde,30.06.2014,4.0,Mikro,Anpartsselskab,36042826,50.0,1914000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Olsen´s Smede & Maskin Service ApS,"Glerupvej 13, 2610 Rødovre",Rødovre,05.07.2022,3.0,Mikro,Anpartsselskab,43381903,40.0,695000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drost Group APS,"Syrenvej 45, 5700 Svendborg",Svendborg,12.06.2019,2.0,Mikro,Anpartsselskab,40595406,50.0,1597000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEISS MASKIN TEKNIK ApS,"Koldingvej 446, 7100 Vejle",Vejle,28.04.2006,1.0,Mikro,Anpartsselskab,29521778,125.0,655000.0,DKK,2024.0,1,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakkegården v.Larsen ApS,"Assemose 2, 5900 Rudkøbing",Langeland,03.08.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44223589,40.0,-10000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB Service & Teknik ApS,"Kastagervej 12, 2730 Herlev",Herlev,01.04.2005,2.0,Mikro,Anpartsselskab,28679173,50.0,-121000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAR INDUSTRI ApS,"Peder Skrams Vej 5, 5220 Odense SØ",Odense,17.03.2009,22.0,Lille,Anpartsselskab,32079202,125.0,9769000.0,DKK,2023.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JKL Welding ApS,"Sundbyvej 220, 7950 Erslev",Morsø,31.10.2022,2.0,Mikro,Anpartsselskab,43608320,40.0,2602000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VACUTEK ApS,"Lindegårdsvej 21, 3520 Farum",Furesø,22.11.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35533907,80.0,415000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANSK CERTIFIKATSVEJSNING ApS,"Hestehaven 5, 8500 Grenaa",Norddjurs,01.01.2002,5.0,Mikro,Anpartsselskab,26605202,125.0,3670000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGEVÆNGET HOLDING ApS,"Egevænget 2, 8464 Galten",Skanderborg,30.06.1981,Ikke oplyst,Ikke oplyst,Anpartsselskab,66608212,500.0,-133000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kongsbjerg ApS,"Industrivej 6, 5560 Aarup",Assens,13.12.2021,4.0,Mikro,Anpartsselskab,42900036,40.0,2687000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engineered Market Solutions ApS,"Lillebæltsvej 37, 6715 Esbjerg N",Esbjerg,03.01.2011,78.0,Mellemstor,Anpartsselskab,33387997,80.0,60367000.0,DKK,2024.0,1,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLOBAL MONTAGE ApS,"Banemarksvej 54, 2605 Brøndby",Brøndby,10.01.2005,3.0,Mikro,Anpartsselskab,28498195,125.0,1273000.0,DKK,2023.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Total Trykluft ApS,"Vallensbækvej 22 B 1 th, 2605 Brøndby",Brøndby,17.01.2022,2.0,Mikro,Anpartsselskab,42985899,40.0,1026000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEMAS ApS,"Svaneparken 56, 8464 Galten",Skanderborg,20.01.2012,5.0,Mikro,Anpartsselskab,34214182,150.0,1434000.0,DKK,2024.0,0,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
THYBORØN BÅDEBYGGERI ApS,"Havnegade 46, 7680 Thyborøn",Lemvig,02.01.2003,5.0,Mikro,Anpartsselskab,10106168,125.0,2226000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CONTAINERCARE A/S,"Baltikavej 23, 2150 Nordhavn",København,01.05.1998,24.0,Lille,Aktieselskab,21093637,642.0,13257000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Service-Afdelingen ApS,"Hellebækvej 4 A, 3000 Helsingør",Helsingør,01.02.2017,6.0,Mikro,Anpartsselskab,38417002,100.0,2515000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LIK RETAIL SERVICE A/S,"Maserativej 5, 7100 Vejle",Vejle,11.01.2010,2.0,Mikro,Aktieselskab,32671071,500.0,2990000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Silo Service ApS,"Granlyvej 8, 5592 Ejby",Middelfart,01.11.2015,1.0,Mikro,Anpartsselskab,37196843,40.0,22000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAKSKØBING MASKINFABRIK OG SKIBSVÆRFT A/S,"Orebyvej 43, 4990 Sakskøbing",Guldborgsund,27.06.1977,1.0,Mikro,Aktieselskab,81896216,500.0,-142000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bådhotellet ApS,"Sletten Havn 3, 3050 Humlebæk",Fredensborg,16.09.2009,Ikke oplyst,Ikke oplyst,Anpartsselskab,32451659,125.0,291000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HD Production Service ApS,"Primulavej 6, 5700 Svendborg",Svendborg,14.06.2016,1.0,Mikro,Anpartsselskab,37802107,50.0,528000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A/S TRILLINGERNE ELEKTRO & MASKINSERVICE,"Kalkgravsvej 15, 4000 Roskilde",Roskilde,01.03.1988,Ikke oplyst,Ikke oplyst,Aktieselskab,11974880,500.0,304000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dankøl A/S,"Pottemagervej 8, 7100 Vejle",Vejle,02.01.1995,9.0,Mikro,Aktieselskab,18235641,500.0,2856000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fyns minitraktor ApS,"Ringvej 10, 5853 Ørbæk",Nyborg,31.12.2017,7.0,Mikro,Anpartsselskab,39237334,100.0,1499000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latter Electronic ApS,"Karetmagervej 13 A, 7000 Fredericia",Fredericia,01.12.2020,3.0,Mikro,Anpartsselskab,41923180,40.0,1515000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brdr. Rasmussen Montage ApS,"Haugårdvej 7, 9632 Møldrup",Viborg,27.08.2018,8.0,Mikro,Anpartsselskab,39831368,50.0,4625000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SN KORNTEKNIK TOSTRUP ApS,"Tingvej 62, 9632 Møldrup",Viborg,15.02.1990,4.0,Mikro,Anpartsselskab,14260471,200.0,2516000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROKKEDAHL ENERGI ApS,"Nymøllevej 126 B, 9240 Nibe",Aalborg,05.01.2012,4.0,Mikro,Anpartsselskab,34204675,80.0,2675000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MEN Brand & Teknik Aps,"Rasmus Nielsens Vej 28, 5000 Odense C",Odense,16.05.2022,1.0,Mikro,Anpartsselskab,43282298,40.0,676000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
