Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Reparation og vedligeholdelse af færdige metalprodukter,Reparation og vedligeholdelse af maskiner,Reparation og vedligeholdelse af elektrisk udstyr,Installation af industrimaskiner og -udstyr,Reparation og vedligeholdelse af civile skibe og både,Reparation og vedligeholdelse af elektronisk og optisk udstyr,Reparation og vedligeholdelse af civile luft- og rumfartøjer,Reparation og vedligeholdelse af andet udstyr,Reparation og vedligeholdelse af andre civile transportmidler,"Reparation og vedligeholdelse af militære kampkøretøjer, skibe, både og luft- og rumfartøjer"
ANKER'S SKIBSSERVICE ApS,"Strandgårdshøj 10 G, 8400 Ebeltoft",Syddjurs,01.10.2004,4.0,Mikro,Anpartsselskab,28122144,125.0,2304000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORD DANSK VIND ApS,"Violvej 4, 9990 Skagen",Frederikshavn,14.03.2013,Ikke oplyst,Ikke oplyst,Anpartsselskab,35140646,80.0,-57000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRDR. CHRISTENSENS EFTF. HORSENS A/S,"Hattingvej 13, 8700 Horsens",Horsens,06.11.1984,39.0,Lille,Aktieselskab,73339928,600.0,21865000.0,DKK,2024.0,1,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EnTech Marine A/S,"Olfert Fischersvej 7, 9850 Hirtshals",Hjørring,23.05.2016,33.0,Lille,Aktieselskab,37745073,1.667,31288000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STUHR ELEKTRONIK ApS,"Enghavevej 159, 4241 Vemmelev",Slagelse,01.08.1991,3.0,Mikro,Anpartsselskab,15356340,125.0,792000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TSD Uni Montage ApS,"Gl. Landevej 43, 7000 Fredericia",Fredericia,01.03.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40303448,40.0,331000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
JHM Easyline ApS,"Under Bakken 43, 7950 Erslev",Morsø,29.06.2016,1.0,Mikro,Anpartsselskab,37859168,50.0,583000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NISSEN MASKINSERVICE ApS,"Lundsgaardsvej 17, 6400 Sønderborg",Sønderborg,27.06.2013,13.0,Lille,Anpartsselskab,32338712,80.0,4561000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hekil ApS,"Rs Poulsens Vej 20, 5500 Middelfart",Middelfart,20.08.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41602643,40.0,37000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JS Marine Service ApS,"Horsensgade 8, 9900 Frederikshavn",Frederikshavn,20.01.2022,1.0,Mikro,Anpartsselskab,42993107,40.0,394000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pro-Safe Aftersales ApS,"Møllevangen 60, 4220 Korsør",Slagelse,03.11.2023,3.0,Mikro,Anpartsselskab,44410923,40.0,-24000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JM Maskinudlejning ApS,"Højsletvej 3, 8930 Randers NØ",Randers,26.01.2023,3.0,Mikro,Anpartsselskab,43805282,40.0,2623000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DENTOTAL Nordic A/S,"Vandmestervej 22, 2630 Taastrup",Høje-Taastrup,11.10.2000,5.0,Mikro,Aktieselskab,25674510,500.0,4396000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HT ELEKTRO ApS,"Søndre Alle 38 B, 3700 Rønne",Bornholm,19.05.1988,Ikke oplyst,Ikke oplyst,Anpartsselskab,12238797,80.0,191000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fjordbak Service & Montage A/S,"Brodam 9, 9310 Vodskov",Aalborg,13.12.2017,1.0,Mikro,Aktieselskab,39182807,500.0,1542000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYDTRUCK ApS,"Tovskovvej 53, 6560 Sommersted",Haderslev,21.06.2010,1.0,Mikro,Anpartsselskab,33038526,156.0,1360000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.C. JENSEN A/S,"Løvholmen 13, 5700 Svendborg",Svendborg,23.11.1971,294.0,Stor,Aktieselskab,34044511,16.0,,nan,2023.0,1,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BETEK ApS,"Virkelyst 11, 4420 Regstrup",Holbæk,09.03.1981,16.0,Lille,Anpartsselskab,66775119,125.0,11079000.0,DKK,2024.0,1,1,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShopBox Danmark ApS,"Fruebjergvej 3, 2100 København Ø",København,05.03.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42185434,40.0,-106000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EDG Industriteknik ApS,"Lautruphøj 1, 2750 Ballerup",Ballerup,01.02.2023,10.0,Lille,Anpartsselskab,43843427,40.0,1417000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AC Montage & Industri ApS,"Overgade 30, 5492 Vissenbjerg",Assens,18.08.2022,18.0,Lille,Anpartsselskab,43451170,40.0,5530000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NORDBJÆRG'S ApS,"Skovshoved Havn 14, 2920 Charlottenlund",Gentofte,23.06.1986,17.0,Lille,Anpartsselskab,10303303,490.0,4671000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MH Staalgaard ApS,"Klostervej 4, 4880 Nysted",Guldborgsund,30.05.2017,6.0,Mikro,Anpartsselskab,38673858,50.0,1702000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEERVIG ApS,"Måløv Værkstedsby 89, 2760 Måløv",Ballerup,01.10.2013,6.0,Mikro,Anpartsselskab,35516530,80.0,1915000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENMATIC A/S,"Industrivej 8, 5471 Søndersø",Nordfyns,01.08.1975,78.0,Mellemstor,Aktieselskab,56026614,5.2,30410000.0,DKK,2024.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KUBIK SERVICE ApS,"Spættevej 5, 6980 Tim",Ringkøbing-Skjern,01.09.2009,1.0,Mikro,Anpartsselskab,32450563,125.0,79000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JO Industries ApS,"Aage Grams Vej 1, 6500 Vojens",Haderslev,05.12.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39168995,50.0,0.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
N.T.S. ApS,"Eskærhøjvej 39 E, 6100 Haderslev",Haderslev,10.11.2020,1.0,Mikro,Anpartsselskab,41835133,40.0,,nan,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Øder Sten- og Billedhuggeri ApS,"Amtsvejen 90, 3320 Skævinge",Hillerød,06.03.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,30716558,125.0,-156000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Stenbaek ApS,"Havnevej 17 C, 3770 Allinge",Bornholm,04.10.2011,5.0,Mikro,Anpartsselskab,33957491,80.0,1558000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ST Maskintech ApS,"Kærbøl Markvej 21, 6760 Ribe",Esbjerg,29.05.2017,7.0,Mikro,Anpartsselskab,38692305,40.0,3487000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDXPERTS A/S,"Birkedam 10 Z, 6000 Kolding",Kolding,29.08.2011,5.0,Mikro,Aktieselskab,33880278,500.0,3542000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coseno ApS,"Stampesvej 50, 7100 Vejle",Vejle,15.10.2018,1.0,Mikro,Anpartsselskab,39943522,50.0,1329000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BJARNE RISBJERG MADSEN ApS,"Vangen 6, 9460 Brovst",Jammerbugt,01.07.1990,22.0,Lille,Anpartsselskab,14274448,200.0,8069000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aviation Technic ApS,"Stratusvej 15, 7190 Billund",Billund,09.06.2023,4.0,Mikro,Anpartsselskab,44106744,40.0,1582000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Horsholt ApS,"Irisvej 14, 9870 Sindal",Hjørring,10.10.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43572148,40.0,-23000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIBE SMEDIE ApS,"Skovbrynet 4, 6973 Ørnhøj",Herning,07.07.2009,1.0,Mikro,Anpartsselskab,29822174,125.0,1006000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JS Tanks ApS,"Kingstrupvej 46, 5592 Ejby",Middelfart,01.07.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36958979,50.0,-241000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AB&CO - TT BOILERS A/S,"Baldersbuen 57, 2640 Hedehusene",Høje-Taastrup,07.02.2000,6.0,Mikro,Aktieselskab,25186400,1.01,7849000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRIVA HOLDING ApS,"Amerika Plads 37, 2100 København Ø",København,08.06.2009,1.0,Mikro,Anpartsselskab,32261388,128.0,,nan,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
UNIMATION ApS,"Kærgårdsvej 1 A, 6270 Tønder",Tønder,03.08.1999,10.0,Lille,Anpartsselskab,24227855,125.0,5868000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DK Smede og Hydraulik ApS,"Emil Møllers Gade 41 B, 8700 Horsens",Horsens,21.04.2015,1.0,Mikro,Anpartsselskab,36726121,50.0,2453000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tranberg Storkøkken ApS,"Brændeskovvej 15, 5800 Nyborg",Nyborg,22.06.2015,1.0,Mikro,Anpartsselskab,36931191,50.0,4272000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKA Teknik ApS,"Hagbardsvej 78, 3650 Ølstykke",Egedal,27.03.2023,Ikke oplyst,Ikke oplyst,Anpartsselskab,44025825,40.0,-4000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MISKOV SERVICE ApS,"Vanstedvej 31, 9670 Løgstør",Vesthimmerland,08.07.2014,3.0,Mikro,Anpartsselskab,36042230,80.0,573000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIVE TECHNICAL SERVICE ApS,"Søndertoften 19, 7840 Højslev",Skive,23.06.2010,1.0,Mikro,Anpartsselskab,33041438,80.0,1302000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WaterJet Tech ApS,"Merkurvænget 55, 6710 Esbjerg V",Esbjerg,02.03.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38454331,50.0,46000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MacGregor Denmark A/S,"Smedeholm 11 A st, 2730 Herlev",Herlev,29.12.1983,8.0,Mikro,Aktieselskab,73452228,1.6,12439000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strandbjerg Holding ApS,"Enghavevej 29, 6950 Ringkøbing",Ringkøbing-Skjern,11.11.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,37226017,50.0,-13000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L. S. AUTOMATIK ApS,"Ravnsbjergvej 9, 3400 Hillerød",Hillerød,13.07.2001,1.0,Mikro,Anpartsselskab,26140722,125.0,1273000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LAB SERVICE ApS,"Gydevang 39, 3450 Allerød",Allerød,15.08.2005,2.0,Mikro,Anpartsselskab,28974248,125.0,3590000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Danish Ship Installation ApS,"Hans Jensens Alle 8, 9850 Hirtshals",Hjørring,09.04.2021,19.0,Lille,Anpartsselskab,42322342,140.0,8958000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EL-FIRMAET OLESEN & JENSEN A/S,"Ørnevej 1, 6705 Esbjerg Ø",Esbjerg,01.02.1984,99.0,Mellemstor,Aktieselskab,56307028,2.0,44764000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sydjysk Marineservice ApS,"Kathale 36, 6200 Aabenraa",Aabenraa,17.12.2020,3.0,Mikro,Anpartsselskab,41955295,40.0,1866000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BT Montage ApS,"Stadionvej 18, 8830 Tjele",Viborg,28.05.2015,1.0,Mikro,Anpartsselskab,36910364,50.0,707000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ TEKNIK-MASKINSERVICE ApS,"Leddet 17, 8700 Horsens",Horsens,30.03.2005,14.0,Lille,Anpartsselskab,28515782,143.0,10106000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINN THOMSEN MASKINSERVICE ApS,"Tingvejen 40 B, 6500 Vojens",Haderslev,28.06.2005,4.0,Mikro,Anpartsselskab,28856946,125.0,5465000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRUNØ STÅL ApS,"Benzinvej 3, 9220 Aalborg Øst",Aalborg,01.07.1990,7.0,Mikro,Anpartsselskab,14335684,200.0,4308000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lokaltog Vedligehold A/S,"Thistedgade 10 st th, 2630 Taastrup",Høje-Taastrup,06.09.2006,92.0,Mellemstor,Aktieselskab,29914222,500.0,42563000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Protek Marineservice ApS,"Siøvej 5, 5800 Nyborg",Nyborg,28.06.2019,3.0,Mikro,Anpartsselskab,40623396,40.0,1645000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sven Iversen ApS,"Overgårdvej 14, 8600 Silkeborg",Silkeborg,27.10.2020,1.0,Mikro,Anpartsselskab,41796448,40.0,422000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
STAKROGE SMEDE- OG MASKINFORRETNING ApS,"Borgergade 49 B, 7270 Stakroge",Herning,22.08.2001,13.0,Lille,Anpartsselskab,26192315,150.0,6181000.0,DKK,2024.0,1,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PL auto & maskiner ApS,"Bramslykkevej 17 1 th, 2500 Valby",København,18.02.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43077899,40.0,-41000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POUL JENSEN HANDELSSELSKAB A/S,"Brandbjerglundvej 10, 8700 Horsens",Horsens,21.06.1991,Ikke oplyst,Ikke oplyst,Aktieselskab,15250992,500.0,-8000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KP Ejendomme Bylderup Bov ApS,"Bovvej 2, 6372 Bylderup-Bov",Aabenraa,27.05.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40549293,40.0,207000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl-Vilhelm ApS,"Skødstrupvej 65, 8530 Hjortshøj",Århus,25.04.2020,1.0,Mikro,Anpartsselskab,41342595,40.0,725000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFTDK ApS,"Tovrup 5, 6440 Augustenborg",Sønderborg,05.03.2020,2.0,Mikro,Anpartsselskab,41229942,40.0,366000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railservice Drift ApS,"Hærvejen 75 1, 6230 Rødekro",Aabenraa,03.09.2017,2.0,Mikro,Anpartsselskab,38907131,50.0,275000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TANDLÆGESELSKABET HOLMGÅRD HOLDING ApS,"Skiftevej 16, 2820 Gentofte",Gentofte,08.03.1989,Ikke oplyst,Ikke oplyst,Anpartsselskab,12890478,300.0,26000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nymo ApS,"Bøstrupvej 39, 4200 Slagelse",Slagelse,27.05.2016,1.0,Mikro,Anpartsselskab,37752274,50.0,1472000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VAQ ApS,"Industrivej 28 B, 6760 Ribe",Esbjerg,01.04.2023,5.0,Mikro,Anpartsselskab,43977385,40.0,240000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BAKKEN AUTO ApS,"Albækskovvej 5, 9300 Sæby",Frederikshavn,01.04.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,35818162,50.0,-31000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VILLINGSHØJ & MESSERSCHMIDT KLIMATEKNIK ApS,"Langøgade 10-14, 2100 København Ø",København,01.07.2004,14.0,Lille,Anpartsselskab,27976859,625.0,17445000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STYROMATIC A/S,"Sintrupvej 25 A, 8220 Brabrand",Århus,25.06.1984,68.0,Mellemstor,Aktieselskab,76563314,1.6,33839000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VJ RØRTEKNIK A/S,"Skagerrakvej 25, 6715 Esbjerg N",Esbjerg,28.06.2001,93.0,Mellemstor,Aktieselskab,26118360,1.0,75595000.0,DKK,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WELDTECH ApS,"Vesterlundvej 4, 2730 Herlev",Herlev,30.10.2004,10.0,Lille,Anpartsselskab,28284802,125.0,6615000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
POWERMEDIC ApS,"Gasværksvej 8, 4300 Holbæk",Holbæk,04.01.1999,9.0,Mikro,Anpartsselskab,21483931,500.0,5735000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M.A. Produktion & Multiservice ApS,"Orenæsvej 26, 4700 Næstved",Næstved,05.10.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41742852,40.0,85000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tps Teknik ApS,"Tinghøjvej 10 1 tv, 2860 Søborg",Gladsaxe,26.07.2021,1.0,Mikro,Anpartsselskab,42564877,40.0,136000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDJ SERVICE & MONTAGE ApS,"Tukærvej 31, 8850 Bjerringbro",Viborg,24.10.2012,4.0,Mikro,Anpartsselskab,32348327,80.0,834000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORNHOLMS ELEKTROMOTOR ApS,"Lillevangsvej 11, 3700 Rønne",Bornholm,28.09.1999,11.0,Lille,Anpartsselskab,24259528,125.0,6360000.0,DKK,2023.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAULUND GRUPPEN ApS,"Vallerbækvej 44, 7470 Karup J",Viborg,12.12.2008,Ikke oplyst,Ikke oplyst,Anpartsselskab,31881900,125.0,4104000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP Maskinservice ApS,"Voldgade 38, 8700 Horsens",Horsens,11.03.2015,1.0,Mikro,Anpartsselskab,36715847,50.0,694000.0,DKK,2023.0,0,0,33,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mådevej 37 A/S,"Skyttevænget 45, 6710 Esbjerg V",Esbjerg,23.06.2003,3.0,Mikro,Aktieselskab,10139163,500.0,4584000.0,DKK,2023.0,0,0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONSILD ELTEKNIK ApS,"Vestermarken 7, 9500 Hobro",Mariagerfjord,01.02.2001,3.0,Mikro,Anpartsselskab,25976630,125.0,1857000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMJ Service ApS,"Øster Mellerupvej 39, 9740 Jerslev J",Brønderslev-Dronninglund,04.06.2021,2.0,Mikro,Anpartsselskab,42439746,40.0,833000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KK Steel Tech ApS,"Forumvej 55, 6800 Varde",Varde,20.12.2016,1.0,Mikro,Anpartsselskab,38270133,50.0,827000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Refsgaard Montage ApS,"Sjørring Østervej 1, 7700 Thisted",Thisted,08.10.2020,8.0,Mikro,Anpartsselskab,41743484,40.0,3030000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HÆSTRUP VVS A/S,"Hæstrupvej 114, 9800 Hjørring",Hjørring,02.12.1987,35.0,Lille,Aktieselskab,11771106,500.0,19737000.0,DKK,2024.0,0,0,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KSK Maskinservice ApS,"Fællesvirke 15, 6670 Holsted",Vejen,13.06.2023,6.0,Mikro,Anpartsselskab,44115646,40.0,2537000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bjerlevvej ApS,"Risbjergvej 75, 7330 Brande",Ikast-Brande,13.07.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39724111,50.0,,nan,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTM SERVICE ApS,"Sejerslevvej 30, 6280 Højer",Tønder,25.05.2011,11.0,Lille,Anpartsselskab,33748973,80.0,3645000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SD Portteknik ApS,"Ole Rømers Vej 10, 6760 Ribe",Esbjerg,02.07.2012,2.0,Mikro,Anpartsselskab,34606595,80.0,886000.0,DKK,2024.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEDICOM A/S,"Herstedøstervej 9, 2600 Glostrup",Glostrup,01.04.1998,9.0,Mikro,Aktieselskab,20895004,500.0,14143000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
GJØL MARINECENTER A/S,"Høgårdsvej 12, 9440 Aabybro",Jammerbugt,26.06.2007,6.0,Mikro,Aktieselskab,30550943,714.0,2495000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Randers Fly Service ApS,"Højsletvej 21, 8930 Randers NØ",Randers,31.03.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,38538616,40.0,364000.0,DKK,2023.0,0,0,33,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FC Maze Holding ApS,"Højmarken 23, 8830 Tjele",Viborg,07.09.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39843471,50.0,,nan,2023.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VS AUTOMATIC A/S,"Ormhøjgårdvej 15, 8700 Horsens",Horsens,22.12.1998,119.0,Mellemstor,Aktieselskab,21381802,1.397,60858000.0,DKK,2024.0,0,0,33,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JANSSON EL A/S,"Dianavej 13, 7100 Vejle",Vejle,29.06.1983,114.0,Mellemstor,Aktieselskab,73289319,2.0,59213000.0,DKK,2024.0,0,0,33,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RJ Bageri-Teknik & Stål ApS,"Maglehøjvej 7, 3300 Frederiksværk",Halsnæs,01.01.2017,1.0,Mikro,Anpartsselskab,38332139,50.0,371000.0,DKK,2023.0,0,0,33,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORSKOV YARD A/S,"Havnepladsen 16, 9900 Frederikshavn",Frederikshavn,16.05.2002,273.0,Stor,Aktieselskab,26694027,5.0,300390000.0,DKK,2024.0,0,0,33,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
