Juridisk navn,Adresse,Kommune,Startdato,Antal ansatte,Størrelse,Selskabsform,CVR-nr,Selskabskapital,Bruttofortjeneste,Valuta,År for beregning,Kunde,Coating kunde,NACE-2,Fremstilling af andet elektrisk udstyr,"Fremstilling af elektriske motorer, generatorer og transformatorer",Fremstilling af andre elektroniske og elektriske ledninger og kabler,Fremstilling af elektriske fordelings- og kontrolapparater,Fremstilling af belysningsartikler,Fremstilling af tilbehør til ledninger og kabler,Fremstilling af elektriske husholdningsapparater,Fremstilling af ikke-elektriske husholdningsapparater,Fremstilling af batterier og akkumulatorer,Fremstilling af lyslederkabler
DANTAET A/S,"Højmevej 36-38, 5250 Odense SV",Odense,01.01.1987,18.0,Lille,Aktieselskab,10701309,500.0,7814000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Aalborg Power Group ApS,"Skovvænget 7, 9240 Nibe",Aalborg,27.12.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43745468,50.0,-14000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DANCRIMP A/S,"Hjortshøjvej 100 B, 8250 Egå",Århus,29.06.2006,4.0,Mikro,Aktieselskab,29635935,500.0,2908000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Semicon Power A/S,"Gydevang 4 B, 3450 Allerød",Allerød,27.06.2022,4.0,Mikro,Aktieselskab,43355015,400.0,2326000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Natdis ApS,"Brunbjerg 70, 6100 Haderslev",Haderslev,15.11.1998,10.0,Lille,Anpartsselskab,21586544,50.0,4217000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TI AUTOMATION A/S,"Farverivej 6, 6900 Skjern",Ringkøbing-Skjern,28.06.2001,29.0,Lille,Aktieselskab,26103797,500.0,12166000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dansk Solenergi ApS,"Flensbjerg 8, 4960 Holeby",Lolland,17.04.2007,1.0,Mikro,Anpartsselskab,30503376,125.0,1122000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZENROS ApS,"Fiskernesvej 6, 2670 Greve",Greve,01.01.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34209642,1.3,-528000.0,DKK,2024.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fischer Lighting ApS,"Skjulhøj Allé 46, 2720 Vanløse",København,17.06.2016,14.0,Lille,Anpartsselskab,37815322,50.0,7481000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TRICON ELECTRIC A/S,"Gejlhavegård 1, 6000 Kolding",Kolding,20.12.1991,98.0,Mellemstor,Aktieselskab,15763582,1.601,15084000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
K-Logic ApS,"Gammel Strandvej 7 3 th, 9000 Aalborg",Aalborg,06.11.2017,Ikke oplyst,Ikke oplyst,Anpartsselskab,39069288,50.0,-1000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Led on technologies ApS,"Øvrevangen 2, 3230 Græsted",Gribskov,17.09.2021,2.0,Mikro,Anpartsselskab,42685836,40.0,594000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nordic Firefly A/S,"Frederiksborgvej 399, 4000 Roskilde",Roskilde,07.03.2017,3.0,Mikro,Aktieselskab,38470299,543.0,882000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4Power ApS,"Erisvænget 47, 6710 Esbjerg V",Esbjerg,12.09.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43503995,50.0,-34000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MATRONICS ApS,"Slogsgaden 5, 6372 Bylderup-Bov",Aabenraa,27.06.2008,26.0,Lille,Anpartsselskab,31594510,250.0,16058000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Easy PiSi ApS,"Christian D.IIs.Gade 6, 6400 Sønderborg",Sønderborg,08.05.2012,Ikke oplyst,Ikke oplyst,Anpartsselskab,34489726,80.0,4000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENDIXEN NEON ApS,"Finderupvej 118, 8800 Viborg",Viborg,01.02.1978,22.0,Lille,Anpartsselskab,83459816,220.0,8994000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Takiro ApS,"Hedemannsgade 3 1, 8000 Aarhus C",Århus,01.07.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39724375,50.0,-9000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lystek ApS,"Cedervej 2 B st, 7400 Herning",Herning,12.02.2019,7.0,Mikro,Anpartsselskab,40252525,71.0,2238000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SPOTIES ApS,"Efterårsvej 11, 2920 Charlottenlund",Gentofte,25.09.2014,Ikke oplyst,Ikke oplyst,Anpartsselskab,36203668,50.0,,nan,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
VIMALIGHT ApS,"Højdyssevej 20, 4000 Roskilde",Roskilde,18.09.2018,1.0,Mikro,Anpartsselskab,39868660,40.0,548000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BLOCK DANMARK ApS,"Knud Højgaards Vej 9, 2860 Søborg",Gladsaxe,01.04.2001,1.0,Mikro,Anpartsselskab,26001447,126.0,1080000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elcor Skovlunde Randers A/S,"Meterbuen 15, 2740 Skovlunde",Ballerup,17.12.1992,157.0,Mellemstor,Aktieselskab,16610178,2.24,137821000.0,DKK,2023.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Simutec ApS,"Tranbjergvej 7, 8310 Tranbjerg J",Århus,26.07.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42561959,40.0,0.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VentriJect ApS,"Ryvangs Allé 81, 2900 Hellerup",Gentofte,07.03.2018,7.0,Mikro,Anpartsselskab,39424371,582.0,-4330000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GØRTLER METALSMEDEN ApS,"Gammelgårdsvej 75 F, 3520 Farum",Furesø,25.06.1999,5.0,Mikro,Anpartsselskab,21799041,125.0,2600000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Coffee Greens ApS,"Henningsens Alle 42, 2900 Hellerup",Gentofte,14.02.2015,Ikke oplyst,Ikke oplyst,Anpartsselskab,36544392,550.0,31000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KENOX ApS,"Sygehusvej 20, 9460 Brovst",Jammerbugt,15.02.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43063561,40.0,,nan,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAC Consulting ApS,"Rolundvej 1, 5260 Odense S",Odense,11.08.2020,2.0,Mikro,Anpartsselskab,41584521,60.0,2285000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDIOCURA ApS,"Sindalsvej 34, 8240 Risskov",Århus,09.04.2014,1.0,Mikro,Anpartsselskab,35834931,40.0,-218000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPC SOLUTIONS ApS,"Nydamsvej 27, 6040 Egtved",Vejle,20.03.2001,11.0,Lille,Anpartsselskab,25958349,126.0,4534000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triarca A/S,"Bjørnkærvej 3, 8783 Hornsyld",Hedensted,30.04.2019,93.0,Mellemstor,Aktieselskab,40481672,400.0,45426000.0,DKK,2023.0,1,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SilkOcean ApS,"Fredrik Bajers Vej 300, 9220 Aalborg Øst",Aalborg,23.12.2022,Ikke oplyst,Ikke oplyst,Anpartsselskab,43731408,40.0,121000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INNOVAID A/S,"Bakketoften 3, 8541 Skødstrup",Århus,01.08.2009,7.0,Mikro,Aktieselskab,32363466,500.0,2260000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luminex A/S,"Lundagervej 45 A, 8723 Løsning",Hedensted,27.04.2016,16.0,Lille,Aktieselskab,37646458,1.0,12682000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Exalight EU ApS,"Hejreskovvej 15 A, 3490 Kvistgård",Helsingør,21.03.2018,Ikke oplyst,Ikke oplyst,Anpartsselskab,39429470,50.0,1145000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SKILTESTEDET ApS,"Mådevej 19, 6700 Esbjerg",Esbjerg,17.08.2005,17.0,Lille,Anpartsselskab,28977115,125.0,5834000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BANKE ApS,"Mellemvej 20, 6430 Nordborg",Sønderborg,19.02.2010,27.0,Lille,Anpartsselskab,32773974,125.0,11232000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germflare ApS,"Øvrevangen 2, 3230 Græsted",Gribskov,11.04.2019,Ikke oplyst,Ikke oplyst,Anpartsselskab,40445684,50.0,-398000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FYNS TAVLE TEKNIK ApS,"Havnegade 11, 5000 Odense C",Odense,17.05.2001,8.0,Mikro,Anpartsselskab,26044189,126.0,3950000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DWC INTERNATIONAL SALES ApS,"Møllegade 2 A, 9750 Østervrå",Frederikshavn,29.12.2000,Ikke oplyst,Ikke oplyst,Anpartsselskab,25811798,125.0,-13000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALUMI LIGHTDESIGN ApS,"Islandsvej 5, 8700 Horsens",Horsens,26.05.2014,1.0,Mikro,Anpartsselskab,35859578,50.0,-447000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Frichs Pyrolysis ApS,"Egeskovvej 3, 8700 Horsens",Horsens,11.11.2019,25.0,Lille,Anpartsselskab,40922865,291.0,4862000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Effection A/S,"Måløv Teknikerby 2, 2760 Måløv",Ballerup,01.01.1991,203.0,Mellemstor,Aktieselskab,15134488,1.0,116517000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KK WIND SOLUTIONS A/S,"Bøgildvej 3, 7430 Ikast",Ikast-Brande,29.12.1969,694.0,Stor,Aktieselskab,25746716,10.0,582254000.0,DKK,2023.0,0,0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALVA Project A/S,"Stamholmen 71, 2650 Hvidovre",Hvidovre,13.06.2012,Ikke oplyst,Ikke oplyst,Aktieselskab,34595690,2.0,118000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROTHER. BROTHER & SONS ApS,"Raffinaderivej 10, 2300 København S",København,29.07.1999,17.0,Lille,Anpartsselskab,24222799,165.0,4212000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Holtab Danmark A/S,"Haderslevvej 36, 6000 Kolding",Kolding,06.09.2022,4.0,Mikro,Aktieselskab,43493264,400.0,11877000.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAUGAARD ELEKTRONIK ApS,"Bygmestervej 14, 5750 Ringe",Faaborg-Midtfyn,04.06.1982,6.0,Mikro,Anpartsselskab,71082628,300.0,2283000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASBLÆSERIET A/S,"Avedøreholmen 86 L, 2650 Hvidovre",Hvidovre,15.04.2002,1.0,Mikro,Aktieselskab,26576016,500.0,267000.0,DKK,2023.0,0,0,27,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
KK-CONNECTION ApS,"Røjklitvej 28, 6950 Ringkøbing",Ringkøbing-Skjern,14.01.2008,1.0,Mikro,Anpartsselskab,31176425,125.0,703000.0,DKK,2024.0,0,0,27,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRUSTED A/S,"Ballevej 2 A, 8600 Silkeborg",Silkeborg,01.12.1999,16.0,Lille,Aktieselskab,25106792,2.3,25651000.0,DKK,2023.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unelco ApS,"Trundholmvejen 4, 4573 Højby",Odsherred,24.04.2015,1.0,Mikro,Anpartsselskab,36724404,50.0,5000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NILAN A/S,"Nilanvej 2, 8722 Hedensted",Hedensted,26.06.1987,168.0,Mellemstor,Aktieselskab,11773397,1.0,76495000.0,DKK,2024.0,0,0,27,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alsin & Arvak ApS,"Falkevej 18, 8766 Nørre Snede",Ikast-Brande,27.01.2020,Ikke oplyst,Ikke oplyst,Anpartsselskab,41112220,40.0,43000.0,DKK,2024.0,0,0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.K.S. MONTRONICS A/S,"Stamholmen 71-73, 2650 Hvidovre",Hvidovre,29.09.2003,Ikke oplyst,Ikke oplyst,Aktieselskab,27361676,980.0,385000.0,DKK,2023.0,0,0,27,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vital22 ApS,"Seinhuusvej 20, 4672 Klippinge",Stevns,19.05.2021,Ikke oplyst,Ikke oplyst,Anpartsselskab,42401730,44.0,0.0,DKK,2023.0,0,0,27,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
